text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
7USDA2QTOZEKHKANKSDDZY7KXM,"Medizinische Texte || pEbers || 53,1-55,1 = Eb 305-325: Heilmittel gegen Husten",1,3,IBYCOIE6PITnhUgIscjgrQ0Ok9E,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
7USDA2QTOZEKHKANKSDDZY7KXM,"Medizinische Texte || pEbers || 53,1-55,1 = Eb 305-325: Heilmittel gegen Husten",1,4,IBkAd5I4SdLnaE9BjrPePvYjx30,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
7USDA2QTOZEKHKANKSDDZY7KXM,"Medizinische Texte || pEbers || 53,1-55,1 = Eb 305-325: Heilmittel gegen Husten",1,5,IBYCOGgxE5CwwkLXnij3kwS2o0Y,pẖr.t,pẖr.t,𓄲𓐰𓂋𓐱𓏏𓈒𓐰𓏥,𓄲𓂋𓏏𓈒𓏥,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']",61950,pẖr.t,NOUN,,Heilmittel (allg.),,,0.0,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7USDA2QTOZEKHKANKSDDZY7KXM,"Medizinische Texte || pEbers || 53,1-55,1 = Eb 305-325: Heilmittel gegen Husten",1,6,IBYCOE1qkDfUIEnVtuZ20HY0uvc,n.t,n.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",850788,n.ꞽ,ADJ,,"gehörig zu (Gebrauch außerhalb des Genitivs, possessiv)",,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
7USDA2QTOZEKHKANKSDDZY7KXM,"Medizinische Texte || pEbers || 53,1-55,1 = Eb 305-325: Heilmittel gegen Husten",1,7,IBYCONWyzI6WvU5wnq5qP21iGAI,dr,dr,𓂧𓐰𓂋𓀜,𓂧𓂋𓀜,"['𓂧', '𓂋', '𓀜']",180130,dr,VERB,,entfernen; vertreiben; vertilgen,,,0.0,"['𓂧', '𓂋', '𓀜']","['complete', 'complete', 'complete']"
7USDA2QTOZEKHKANKSDDZY7KXM,"Medizinische Texte || pEbers || 53,1-55,1 = Eb 305-325: Heilmittel gegen Husten",1,8,IBYCOH1oRWqEc0Ihs1QDn396xjw,sry.t,sry.t,𓋴𓂋𓇋𓇋𓏏𓐰𓐎𓐰𓏥,𓋴𓂋𓇋𓇋𓏏𓐎𓏥,"['𓋴', '𓂋', '𓇋', '𓇋', '𓏏', '𓐎', '𓏥']",139220,sry.t,NOUN,,Husten,,,0.0,"['𓋴', '𓂋', '𓇋', '𓇋', '𓏏', '𓐎', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7USDA2QTOZEKHKANKSDDZY7KXM,"Medizinische Texte || pEbers || 53,1-55,1 = Eb 305-325: Heilmittel gegen Husten",2,1,IBYCOPv8QWNgF0OhsatSSJvZjLw,ḏꜣr.t,ḏꜣr.t,𓍑𓄿𓂋𓐰𓏏𓈒𓐰𓏥,𓍑𓄿𓂋𓏏𓈒𓏥,"['𓍑', '𓄿', '𓂋', '𓏏', '𓈒', '𓏥']",182260,ḏꜣr.t,NOUN,,Johannisbrotfrucht,,,0.0,"['𓍑', '𓄿', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7USDA2QTOZEKHKANKSDDZY7KXM,"Medizinische Texte || pEbers || 53,1-55,1 = Eb 305-325: Heilmittel gegen Husten",2,2,IBYCOBNoviHmUUwOujYyARl9tUE,wꜣḏ.t,wꜣḏ.t,𓇅𓆓𓐰𓏏𓐰𓏛,𓇅𓆓𓏏𓏛,"['𓇅', '𓆓', '𓏏', '𓏛']",600304,wꜣḏ,ADJ,,grün; frisch; jung,,,0.0,"['𓇅', '𓆓', '𓏏', '𓏛']","['complete', 'complete', 'complete', 'complete']"
7USDA2QTOZEKHKANKSDDZY7KXM,"Medizinische Texte || pEbers || 53,1-55,1 = Eb 305-325: Heilmittel gegen Husten",3,1,IBYCOOcpK7NQAkqZmdWgUkM9Gkk,rḏi̯,rḏi̯,𓂋𓐰𓂝,𓂋𓂝,"['𓂋', '𓂝']",96700,rḏi̯,VERB,,geben; legen; setzen; zeigen,,,0.0,"['𓂋', '𓂝']","['complete', 'complete']"
7USDA2QTOZEKHKANKSDDZY7KXM,"Medizinische Texte || pEbers || 53,1-55,1 = Eb 305-325: Heilmittel gegen Husten",3,2,IBYCONWVehETNUWcp40fRw4VIlc,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107521,ḥr,PREP,,von ... her (Herkunft); hin zu; gegen (Richtung); [räumlich/gerichtet],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
