text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",3,5,5BBJKWT7FJGIVBYJZ53BS7MUHI,pꜣwꜥ,pꜣwꜥ,𓅯𓄿𓏲𓂝𓐰𓈗,𓅯𓄿𓏲𓂝𓈗,"['𓅯', '𓄿', '𓏲', '𓂝', '𓈗']",862950,pꜣwꜥ,NOUN,,[offizinell],,,0.0,"['𓅯', '𓄿', '𓏲', '𓂝', '𓈗']","['complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",4,1,MJSB6CJARRB4NDBTDAWXZ4DXAE,wrḥ,wrḥ,𓅨𓐰𓂋𓎛𓏌𓐰𓂝,𓅨𓂋𓎛𓏌𓂝,"['𓅨', '𓂋', '𓎛', '𓏌', '𓂝']",48030,wrḥ,VERB,,aufstreichen; salben,,,0.0,"['𓅨', '𓂋', '𓎛', '𓏌', '𓂝']","['complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",4,3,TB4GOZYBX5GBDFGT6AH7ZBIRBU,ꞽm,ꞽm,𓇋𓅓,𓇋𓅓,"['𓇋', '𓅓']",24640,ꞽm,ADV,,da; dort; davon; dadurch; damit,,,0.0,"['𓇋', '𓅓']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",5,2,H5MV5M5JAJBALHWMTK22NZQ4LQ,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",5,3,KDI3VL7JIRAC3L3ATRERQ5VGHM,n.t,n.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",5,4,LKWKXSIOW5GYVNA73TKQFSFMDU,srd.t,srd.t,𓋴𓂋𓐰𓂧𓏏𓌗𓏛,𓋴𓂋𓂧𓏏𓌗𓏛,"['𓋴', '𓂋', '𓂧', '𓏏', '𓌗', '𓏛']",139920,srd,VERB,,wachsen lassen; pflanzen,,,0.0,"['𓋴', '𓂋', '𓂧', '𓏏', '𓌗', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",5,5,6KKTBDDGMBH2POEY5C7IZGXM3A,šnꞽ,šnꞽ,𓁸𓐰𓏥,𓁸𓏥,"['𓁸', '𓏥']",155510,šnꞽ,NOUN,,Haar (allg.); Tierhaar (Wolle); Pflanzenhaar,,,0.0,"['𓁸', '𓏥']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",5,6,V246PNOWLBE4BJLCDUD42NABTU,n,n,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",5,7,NXQ2HLFFBRCZZE4XMEHIUERGEI,ꞽꜣs,ꞽꜣs,𓇋𓄿𓋴𓀠𓁶,𓇋𓄿𓋴𓀠𓁶,"['𓇋', '𓄿', '𓋴', '𓀠', '𓁶']",20900,ꞽꜣs,VERB,,kahl sein,,,0.0,"['𓇋', '𓄿', '𓋴', '𓀠', '𓁶']","['complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,1,JW26DOSWQNCUNGYVVK5HNQATF4,mrḥ.t,mrḥ.t,𓌻𓐰𓂋𓎛𓏏𓏌𓐰𓏥,𓌻𓂋𓎛𓏏𓏌𓏥,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']",72840,mrḥ.t,NOUN,,Fett (allg.); Salböl,,,0.0,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,2,IBcAMhmoP55QB0GMm5t6Tfo52FA,mꜣꞽ-ḥs(ꜣ),mꜣꞽ-ḥsꜣ,𓌴𓄿𓇋𓎛𓋴𓄛,𓌴𓄿𓇋𓎛𓋴𓄛,"['𓌴', '𓄿', '𓇋', '𓎛', '𓋴', '𓄛']",66440,mꜣꞽ-ḥzꜣ,NOUN,,grimmiger Löwe (vom Tier und bildlich),,,0.0,"['𓌴', '𓄿', '𓇋', '𓎛', '𓋴', '𓄛']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,3,Y25FD3UD5FAKXCTUCWEEDVAAR4,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,4,VEMH6N2U5FHEXFESPDOHEMM6BM,mrḥ.t,mrḥ.t,𓌻𓐰𓂋|lb𓎛𓏏𓏌𓐰𓏥,𓌻𓂋𓎛𓏏𓏌𓏥,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']",72840,mrḥ.t,NOUN,,Fett (allg.); Salböl,,,0.0,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,6,7MSAG3ZZZ5H3PF5U7KDXOE3DEY,db(ꞽ),dbꞽ,𓂧𓃀𓄛,𓂧𓃀𓄛,"['𓂧', '𓃀', '𓄛']",178280,dbꞽ,NOUN,,Nilpferd,,,0.0,"['𓂧', '𓃀', '𓄛']","['complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,7,KHRLRCZ6T5CMVONAASNZP5YQWQ,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,8,HW5C6DX5YJHPDBTD773CCVCKDQ,mrḥ.t,mrḥ.t,𓌻𓐰𓂋𓎛𓏏𓏌𓐰𓏥,𓌻𓂋𓎛𓏏𓏌𓏥,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']",72840,mrḥ.t,NOUN,,Fett (allg.); Salböl,,,0.0,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,9,FCRRTNM3JVEK3MCIJ3WPXONXOE,mzḥ,mzḥ,𓆊𓏤,𓆊𓏤,"['𓆊', '𓏤']",75590,mzḥ,NOUN,,Krokodil,,,0.0,"['𓆊', '𓏤']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,10,C7AIJOZ4FJA6XPP36HAWEA5YUA,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,11,I4S5LXZFRFEEXGM6S2BPFA2D2A,mrḥ.t,mrḥ.t,𓌻𓐰𓂋𓎛𓏏𓏌𓐰𓏥,𓌻𓂋𓎛𓏏𓏌𓏥,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']",72840,mrḥ.t,NOUN,,Fett (allg.); Salböl,,,0.0,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,12,NPGLKPYRGVEFHA2KO5S3DZWGCM,mꞽw,mꞽw,𓏇𓇋𓏲𓄛,𓏇𓇋𓏲𓄛,"['𓏇', '𓇋', '𓏲', '𓄛']",68250,mꞽw,NOUN,,Kater,,,0.0,"['𓏇', '𓇋', '𓏲', '𓄛']","['complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,13,OAEHQWEOYZCIVDBTDGBNK2HPT4,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,14,RTLAOWJCT5DZXLWWEWQYRUIJHM,mrḥ.t,mrḥ.t,𓌻𓐰𓂋𓎛𓏏𓏌𓐰𓏥,𓌻𓂋𓎛𓏏𓏌𓏥,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']",72840,mrḥ.t,NOUN,,Fett (allg.); Salböl,,,0.0,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,15,OW3SNQ4TBRFNDMCZHO7MBHVRD4,ḥfꜣ.w,ḥfꜣ.w,𓆙𓏤,𓆙𓏤,"['𓆙', '𓏤']",104390,ḥfꜣ.w,NOUN,,Schlange (allg.),,,0.0,"['𓆙', '𓏤']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,16,PDW6YXDRP5FWBBRXLEM4CVN4D4,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,18,CVMNXOOGGJGLNIIGEX45P6IRVM,mrḥ.t,mrḥ.t,𓌻𓐰𓂋𓎛𓏏𓏌𓐰𓏥,𓌻𓂋𓎛𓏏𓏌𓏥,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']",72840,mrḥ.t,NOUN,,Fett (allg.); Salböl,,,0.0,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,19,UH4FZ2JCLNAILDVF26QPUJDABE,nrꜣ.w,nrꜣ.w,𓈖𓐰𓂋𓄫𓏲𓏛𓐰𓏥𓄛,𓈖𓂋𓄫𓏲𓏛𓏥𓄛,"['𓈖', '𓂋', '𓄫', '𓏲', '𓏛', '𓏥', '𓄛']",79960,nꞽꜣ.w,NOUN,,Steinbock,,,0.0,"['𓈖', '𓂋', '𓄫', '𓏲', '𓏛', '𓏥', '𓄛']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",6,20,G2LIGEY7WBA5HILVR63SQSZISI,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",7,1,4SHUGHSZ4REGPGOBM73OTFO2B4,ꞽri̯,ꞽri̯,𓁹,𓁹,['𓁹'],851809,ꞽri̯,VERB,,machen,,,0.0,['𓁹'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",7,2,3SYQYRJHERG6THGJ6C2AWXIKKA,m,m,𓅓,𓅓,['𓅓'],500292,m,PREP,,als (etwas sein); nämlich (etwas); zu (etwas werden); [identifizierend],,,0.0,['𓅓'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",7,3,HRSD56HT6JDXNNZ4BYL6AIGXHE,(ꞽ)ḫ.t,ꞽḫ.t,𓐍𓐰𓏏𓏛𓐰𓏥,𓐍𓏏𓏛𓏥,"['𓐍', '𓏏', '𓏛', '𓏥']",30750,ꞽḫ.t,NOUN,,Sache; Besitz; Speisen; Opfer; Reliquie,,,0.0,"['𓐍', '𓏏', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",7,4,FEA4CXXJE5GIFHW2PLGK7DNNLA,wꜥ.t,wꜥ.t,𓌡𓐰𓂝𓐱𓏏𓏤,𓌡𓂝𓏏𓏤,"['𓌡', '𓂝', '𓏏', '𓏤']",44150,wꜥ,ADJ,,eins (Zahl); einzig,,,0.0,"['𓌡', '𓂝', '𓏏', '𓏤']","['complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",8,1,MTFPVT3C5ZFLPFB3KELB5VQV7Q,wrḥ,wrḥ,𓅨𓐰𓂋𓎛𓏌𓐰𓂝,𓅨𓂋𓎛𓏌𓂝,"['𓅨', '𓂋', '𓎛', '𓏌', '𓂝']",48030,wrḥ,VERB,,aufstreichen; salben,,,0.0,"['𓅨', '𓂋', '𓎛', '𓏌', '𓂝']","['complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",8,2,KT75KULROJFPTAC26CSBVLBGZI,ḏꜣḏꜣ,ḏꜣḏꜣ,𓍑𓄿𓍑𓄿𓁶,𓍑𓄿𓍑𓄿𓁶,"['𓍑', '𓄿', '𓍑', '𓄿', '𓁶']",182330,ḏꜣḏꜣ,NOUN,,Kopf; Spitze,,,0.0,"['𓍑', '𓄿', '𓍑', '𓄿', '𓁶']","['complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",8,4,ZTRFTM3BQNFCNH4CH7RM35V7ZM,n,n,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",8,5,TBDG42555NE2JFQO42Z6FNXD7A,ꞽ(ꜣ)s,ꞽꜣs,𓇋𓋴𓀠,𓇋𓋴𓀠,"['𓇋', '𓋴', '𓀠']",20900,ꞽꜣs,VERB,,kahl sein,,,0.0,"['𓇋', '𓋴', '𓀠']","['complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",8,6,7LLJCLPEV5FPZJRNJKMSSXHWQQ,ꞽm,ꞽm,𓇋𓅓,𓇋𓅓,"['𓇋', '𓅓']",24640,ꞽm,ADV,,da; dort; davon; dadurch; damit,,,0.0,"['𓇋', '𓅓']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",9,2,QPCJOQEUCRBEXKHQTXQBSDYS3U,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",9,3,62GWW4OOHJAVBKKXSUEGT2HAMI,n.t,n.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",9,4,CCU3F36SLRCOXGCVF4GQD7LIRE,srd.t,srd.t,𓋴𓂋𓐰𓂧𓏏𓌗𓏛,𓋴𓂋𓂧𓏏𓌗𓏛,"['𓋴', '𓂋', '𓂧', '𓏏', '𓌗', '𓏛']",139920,srd,VERB,,wachsen lassen; pflanzen,,,0.0,"['𓋴', '𓂋', '𓂧', '𓏏', '𓌗', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",9,5,XRUOTTMOLFEIDGK7LXEDALLMUA,šnꞽ,šnꞽ,𓁸𓐰𓏥,𓁸𓏥,"['𓁸', '𓏥']",155510,šnꞽ,NOUN,,Haar (allg.); Tierhaar (Wolle); Pflanzenhaar,,,0.0,"['𓁸', '𓏥']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",9,6,IPLXNBZ6V5G7FGSOTMDVBJZTLY,n,n,𓂜,𓂜,['𓂜'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓂜'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",9,7,OATBXSSPQ5BRDPBAMA7PGGZTGA,nssq,nssq,𓈖𓋴𓋴𓈎𓌪,𓈖𓋴𓋴𓈎𓌪,"['𓈖', '𓋴', '𓋴', '𓈎', '𓌪']",88360,nssq,NOUN,,Haarausfall,,,0.0,"['𓈖', '𓋴', '𓋴', '𓈎', '𓌪']","['complete', 'complete', 'complete', 'complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",10,1,6QODLDUE6RHKXCQB4HD6Z6NBLQ,šnꞽ,šnꞽ,𓁸𓐰𓏥,𓁸𓏥,"['𓁸', '𓏥']",155510,šnꞽ,NOUN,,Haar (allg.); Tierhaar (Wolle); Pflanzenhaar,,,0.0,"['𓁸', '𓏥']","['complete', 'complete']"
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",10,2,EQU3QFGMVVEQDAH24NSY3UVXLE,n,n,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
EVQYPLZT3ZGT5JDAMIA7JP36EE,"Medizinische Texte || pEbers || 66,7-67,7 = Eb 464-476: Heilmittel zum Festigen der Haare",10,3,L6YHWQD7PZHPPPKQ36EYB7DKWQ,ḥntꜣ,ḥntꜣ,𓎛𓆰𓐰𓈖𓏏𓐰𓍔𓄿𓄛,𓎛𓆰𓈖𓏏𓍔𓄿𓄛,"['𓎛', '𓆰', '𓈖', '𓏏', '𓍔', '𓄿', '𓄛']",107360,ḥntꜣ,NOUN,,Igel; Stachelschwein,,,0.0,"['𓎛', '𓆰', '𓈖', '𓏏', '𓍔', '𓄿', '𓄛']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
