text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
BSGT2PKXWBGJLH2655FGMQVKGA,"Medizinische Texte || pEbers || 89,2-89,15 = Eb 739-749: Heilmittel gegen Zahnschmerzen",1,3,IBcBknTOPamQdEhUk73I9goWSmU,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
BSGT2PKXWBGJLH2655FGMQVKGA,"Medizinische Texte || pEbers || 89,2-89,15 = Eb 739-749: Heilmittel gegen Zahnschmerzen",1,4,IBkAd1WKuFRknUgKiOBKp0dAA2o,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
BSGT2PKXWBGJLH2655FGMQVKGA,"Medizinische Texte || pEbers || 89,2-89,15 = Eb 739-749: Heilmittel gegen Zahnschmerzen",1,5,IBcBku36qO1j30sTnx5r5taS3ME,pẖr.t,pẖr.t,𓄲𓐰𓂋𓐱𓏏𓈒𓐰𓏥,𓄲𓂋𓏏𓈒𓏥,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']",61950,pẖr.t,NOUN,,Heilmittel (allg.),,,0.0,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
BSGT2PKXWBGJLH2655FGMQVKGA,"Medizinische Texte || pEbers || 89,2-89,15 = Eb 739-749: Heilmittel gegen Zahnschmerzen",1,6,IBcBkrQDhx41XkLcrLo9C02XDU0,n(.ꞽ).t,n.ꞽ.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
BSGT2PKXWBGJLH2655FGMQVKGA,"Medizinische Texte || pEbers || 89,2-89,15 = Eb 739-749: Heilmittel gegen Zahnschmerzen",1,7,IBcBkuFZbtmnPk8Gt8VqCQeBU8Y,smn.t,smn.t,𓋴𓏠𓐰𓈖𓏏𓐰𓏛,𓋴𓏠𓈖𓏏𓏛,"['𓋴', '𓏠', '𓈖', '𓏏', '𓏛']",135100,smn,VERB,,bleiben lassen; festsetzen; einsetzen; stärken,,,0.0,"['𓋴', '𓏠', '𓈖', '𓏏', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete']"
BSGT2PKXWBGJLH2655FGMQVKGA,"Medizinische Texte || pEbers || 89,2-89,15 = Eb 739-749: Heilmittel gegen Zahnschmerzen",1,8,IBcBkhV4L6JyIUMhnaWP9nGXirU,ꞽbḥ,ꞽbḥ,𓄑𓐰𓏤,𓄑𓏤,"['𓄑', '𓏤']",23830,ꞽbḥ,NOUN,,Zahn,,,0.0,"['𓄑', '𓏤']","['complete', 'complete']"
BSGT2PKXWBGJLH2655FGMQVKGA,"Medizinische Texte || pEbers || 89,2-89,15 = Eb 739-749: Heilmittel gegen Zahnschmerzen",3,2,IBcBksE5PU1X5kDeqdsOUk96XB0,ꞽri̯,ꞽri̯,𓁹,𓁹,['𓁹'],28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,['𓁹'],['complete']
BSGT2PKXWBGJLH2655FGMQVKGA,"Medizinische Texte || pEbers || 89,2-89,15 = Eb 739-749: Heilmittel gegen Zahnschmerzen",3,3,IBcBkmud5HwgZU2npLraWwmQNgs,m,m,𓅓,𓅓,['𓅓'],500292,m,PREP,,als (etwas sein); nämlich (etwas); zu (etwas werden); [identifizierend],,,0.0,['𓅓'],['complete']
BSGT2PKXWBGJLH2655FGMQVKGA,"Medizinische Texte || pEbers || 89,2-89,15 = Eb 739-749: Heilmittel gegen Zahnschmerzen",3,4,IBcBkjWSV4soKkd8oNg7QvW9IaQ,(ꞽ)ḫ.t,ꞽḫ.t,𓐍𓐰𓏏𓏛𓐰𓏥,𓐍𓏏𓏛𓏥,"['𓐍', '𓏏', '𓏛', '𓏥']",30750,ꞽḫ.t,NOUN,,Sache; Besitz; Speisen; Opfer; Reliquie,,,0.0,"['𓐍', '𓏏', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
BSGT2PKXWBGJLH2655FGMQVKGA,"Medizinische Texte || pEbers || 89,2-89,15 = Eb 739-749: Heilmittel gegen Zahnschmerzen",3,5,IBcBkvIrxYy2fUYatmAAfmKgp5w,wꜥ.t,wꜥ.t,𓌡𓐰𓂝𓐱𓏏𓏤,𓌡𓂝𓏏𓏤,"['𓌡', '𓂝', '𓏏', '𓏤']",44150,wꜥ,ADJ,,eins (Zahl); einzig,,,0.0,"['𓌡', '𓂝', '𓏏', '𓏤']","['complete', 'complete', 'complete', 'complete']"
