text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,2,IBcCBnXnzF2xp0L8ocktphGjwis,ꞽrr,ꞽrr,𓁹𓐰𓂋,𓁹𓂋,"['𓁹', '𓂋']",28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,"['𓁹', '𓂋']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,3,IBcCBvb6I7LiiU61u3Q5icZN060,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,4,IBcCBp2l0S4gU0WmiZjBOWPecKQ,m-mꞽ.t(ꞽ)t,m-mꞽ.tꞽt,𓅓𓏇𓏏𓐰𓏏𓏛,𓅓𓏇𓏏𓏏𓏛,"['𓅓', '𓏇', '𓏏', '𓏏', '𓏛']",64830,m-mꞽ.tꞽt,ADV,,auch; ebenso; gleichermaßen,,,0.0,"['𓅓', '𓏇', '𓏏', '𓏏', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,5,IBcCBmnuvP1T1EiWp47yWfzQ7yo,n,n,𓂜,𓂜,['𓂜'],78874,n,PREP,,wegen (Grund),,,0.0,['𓂜'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,6,IBcCBn9fE2A64k1bkcYcvCxQjbI,ḏbꜥ,ḏbꜥ,𓂭𓏤,𓂭𓏤,"['𓂭', '𓏤']",183430,ḏbꜥ,NOUN,,Finger,,,0.0,"['𓂭', '𓏤']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,7,IBcCBrScvzGacEcEmXIWapwWycM,sḏ,sḏ,𓏴𓐰𓂝,𓏴𓂝,"['𓏴', '𓂝']",150110,sḏ,VERB,,zerbrechen; aufbrechen; lösen; auflösen,,,0.0,"['𓏴', '𓂝']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,8,IBcCBhLLvJ2mzEQOuV5fwyvF9Tg,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,9,IBcCBhFHx2w7l041iBpF2FiRF0k,sti̯,sti̯,𓄝𓐰𓏏𓂻,𓄝𓏏𓂻,"['𓄝', '𓏏', '𓂻']",147630,sti̯,VERB,,sich ergießen; sich ausbreiten,,,0.0,"['𓄝', '𓏏', '𓂻']","['complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,10,IBcCBqlngl0olUJXj9oDk86S2lA,tbn,tbn,𓏏𓃀𓈖𓐰𓂐,𓏏𓃀𓈖𓂐,"['𓏏', '𓃀', '𓈖', '𓂐']",170690,tbn,NOUN,,Knochenmark,,,0.0,"['𓏏', '𓃀', '𓈖', '𓂐']","['complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,11,IBcCBvTW7rPCQ07snTxWhspZPQc,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,12,IBcCBiCcyGJKMUk9uEfIdiqjCiI,r,r,𓂋,𓂋,['𓂋'],91901,r,PREP,,"zu (lok.); bis (lok.); an (lok.); [in Richtung auf (e. Ort, e. Sache, e. Person)]; [lokal]",,,0.0,['𓂋'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",25,13,IBcCBjxg4M1a2EcPjEDh41kb9lc,tꜣ,tꜣ,𓇾𓐰𓈇𓐱𓏤,𓇾𓈇𓏤,"['𓇾', '𓈇', '𓏤']",400576,tꜣ,NOUN,,Erde; Erdreich (stofflich),,,0.0,"['𓇾', '𓈇', '𓏤']","['complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,2,IBcCBkCr3dZBzUhjsF3C5GBVXa8,srwḫ,srwḫ,𓋴𓂋𓐰𓏲𓐍𓐰𓐎𓐱𓏛,𓋴𓂋𓏲𓐍𓐎𓏛,"['𓋴', '𓂋', '𓏲', '𓐍', '𓐎', '𓏛']",139310,srwḫ,VERB,,behandeln; pflegen,,,0.0,"['𓋴', '𓂋', '𓏲', '𓐍', '𓐎', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,3,IBcCBuki2nbYQEFmhTWvkUksuIo,msḏr,msḏr,𓄟𓋴𓇥𓐰𓂋𓄕,𓄟𓋴𓇥𓂋𓄕,"['𓄟', '𓋴', '𓇥', '𓂋', '𓄕']",76230,msḏr,NOUN,,Ohr,,,0.0,"['𓄟', '𓋴', '𓇥', '𓂋', '𓄕']","['complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,4,IBcCBvWZKt38kUzBvMJL6iQfe6M,pw,pw,𓊪𓏲,𓊪𓏲,"['𓊪', '𓏲']",59741,pw,PRON,,[Zweitnomen (zweigliedriger NS)]; [Kopula (dreigliedriger NS)],,,0.0,"['𓊪', '𓏲']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,6,IBcCBrGqy52PWkhfmf1DtupQnFA,pḥḏ,pḥḏ,𓊪𓌉𓆓𓐰𓏴𓅪,𓊪𓌉𓆓𓏴𓅪,"['𓊪', '𓌉', '𓆓', '𓏴', '𓅪']",61660,pḥḏ,VERB,,trennen,,,0.0,"['𓊪', '𓌉', '𓆓', '𓏴', '𓅪']","['complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,7,IBcCBgH3z0nRskrFu3ZfWTr7obs,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,8,IBcCBtZdWUydIU9pnGlqotoyDi0,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107520,ḥr,PREP,,[Präposition],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,9,IBcCBmPumaA7JUAhqAY329wMg4I,st.t.PL-šw,st.t.PL-šw,𓄝𓐰𓏏𓏏𓐰𓂻𓏪𓆅𓏲𓅆,𓄝𓏏𓏏𓂻𓏪𓆅𓏲𓅆,"['𓄝', '𓏏', '𓏏', '𓂻', '𓏪', '𓆅', '𓏲', '𓅆']",875702,st.t-Šw,NOUN,,"""Aussaat des Schu""",,,0.0,"['𓄝', '𓏏', '𓏏', '𓂻', '𓏪', '𓆅', '𓏲', '𓅆']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,10,IBcCBtNM5TQEH0SRl2Pt5W9QtWY,n,n,𓂜,𓂜,['𓂜'],78890,n,PART,,[Negationswort],,,0.0,['𓂜'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,11,IBcCBh5D0HUUvEK1pmuaNz2GFVM,ḫr.n,ḫr.n,𓐍𓐰𓂋𓀒𓈖,𓐍𓂋𓀒𓈖,"['𓐍', '𓂋', '𓀒', '𓈖']",119610,ḫr,VERB,,fallen; fällen,,,0.0,"['𓐍', '𓂋', '𓀒', '𓈖']","['complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,12,IBcCBiRxJCuAQUJNvB3BjAKQpxE,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,13,IBcCBh6GBgZ2xEl9vit0xAQVYMs,r,r,𓂋,𓂋,['𓂋'],91901,r,PREP,,"zu (lok.); bis (lok.); an (lok.); [in Richtung auf (e. Ort, e. Sache, e. Person)]; [lokal]",,,0.0,['𓂋'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",26,14,IBcCBlhNbeC0YU8WulrFmZjhE3k,tꜣ,tꜣ,𓇾𓐰𓈇𓐱𓏤,𓇾𓈇𓏤,"['𓇾', '𓈇', '𓏤']",400576,tꜣ,NOUN,,Erde; Erdreich (stofflich),,,0.0,"['𓇾', '𓈇', '𓏤']","['complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",27,1,IBcCBgSWPYTCAUQ0hW2JynueUQo,ꞽri̯.ḫr,ꞽri̯.ḫr,𓁹𓐍𓐰𓂋,𓁹𓐍𓂋,"['𓁹', '𓐍', '𓂋']",28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,"['𓁹', '𓐍', '𓂋']","['complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",27,2,IBcCBgdbzlbuQEOpumRC4g7kXkc,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",27,3,IBcCBrin0NFsx09WqFUVu21KaoA,n,n,𓈖,𓈖,['𓈖'],400055,n,PREP,,zu (jmd.); für (jmd.); [Dativ: Nutzen]; zu (jmd.) gehörig (poss.),,,0.0,['𓈖'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",27,4,IBcCBlBysUPFhUdlqFajx5lFEa0,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",27,5,IBcCBkQYvVRpk0aTtwz7YA5QcAc,ꞽꜣd.t,ꞽꜣd.t,𓇋𓄿𓂧𓐰𓏏𓍢,𓇋𓄿𓂧𓏏𓍢,"['𓇋', '𓄿', '𓂧', '𓏏', '𓍢']",21190,ꞽꜣd.t,NOUN,,Netz (allg.),,,0.0,"['𓇋', '𓄿', '𓂧', '𓏏', '𓍢']","['complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",27,7,IBcCBmBWH7EsVEhPk79e3ciCRPw,n(.ꞽ).t,n.ꞽ.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",27,8,IBcCBng6o3OFgk5AirVnZZNrMPA,ꜥꜣ.t,ꜥꜣ.t,𓉻𓐰𓏏𓐱𓏯𓍢,𓉻𓏏𓏯𓍢,"['𓉻', '𓏏', '𓏯', '𓍢']",34920,ꜥꜣ.t,NOUN,,Leinen; Leinengewebe,,,0.0,"['𓉻', '𓏏', '𓏯', '𓍢']","['complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",27,9,IBcCBi7mYvGTg0UKnpaizzgD3mc,sti̯.tꞽ,sti̯.tꞽ,𓄝𓐰𓏏𓀜𓍘𓇋,𓄝𓏏𓀜𓍘𓇋,"['𓄝', '𓏏', '𓀜', '𓍘', '𓇋']",147640,sti̯,VERB,,knüpfen,,,0.0,"['𓄝', '𓏏', '𓀜', '𓍘', '𓇋']","['complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,1,IBcCBk9wNeyrhE80iqUFIKGKToo,ꜥrf,ꜥrf,𓂝𓐰𓂋𓐱𓆑𓍱𓀜,𓂝𓂋𓆑𓍱𓀜,"['𓂝', '𓂋', '𓆑', '𓍱', '𓀜']",39500,ꜥrf,VERB,,einpacken; umhüllen,,,0.0,"['𓂝', '𓂋', '𓆑', '𓍱', '𓀜']","['complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,2,IBcCBl4EaRJ0nUNghIwMssDha8Q,ꞽm,ꞽm,𓇋𓅓,𓇋𓅓,"['𓇋', '𓅓']",64364,m,PREP,,mittels; durch (etwas); [instrumental],,,0.0,"['𓇋', '𓅓']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,3,IBcCBhamD7XodU8ItIGbK4cirCs,⸗s,⸗s,𓋴,𓋴,['𓋴'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓋴'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,4,IBcCBlkKD8rbDkWBqXKWaPxyHQU,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",400093,ḥr,PREP,,und (zur Koordination zweier Subst.); mit,,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,5,IBcCBrHo9EOj7EWinRKvvc02LCY,ꞽrt.t,ꞽrt.t,𓇋𓁹𓐰𓏏𓐱𓏏𓏌𓐰𓏥,𓇋𓁹𓏏𓏏𓏌𓏥,"['𓇋', '𓁹', '𓏏', '𓏏', '𓏌', '𓏥']",30090,ꞽrṯ.t,NOUN,,milchiger Saft (von Pflanzen) (als Salbmittel),,,0.0,"['𓇋', '𓁹', '𓏏', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,6,IBcCBqXRs21hi0hNqDPh1DelhmM,nh.t,nh.t,𓈖𓐰𓉔𓏏𓆮,𓈖𓉔𓏏𓆮,"['𓈖', '𓉔', '𓏏', '𓆮']",85290,nh.t,NOUN,,"Sykomore, Sykomorenfeige; Laubbaum (allg.)",,,0.0,"['𓈖', '𓉔', '𓏏', '𓆮']","['complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,7,IBcCBl3iuT8hMUfjjHOp8kS5DTw,r,r,𓂋,𓂋,['𓂋'],91910,r,PREP,,so dass; bis dass (Konjunktion),,,0.0,['𓂋'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,8,IBcCBqcKEg3Vuk2yjpzwL8jQfgI,dmꞽ,dmꞽ,𓂧𓏇𓇋𓏛,𓂧𓏇𓇋𓏛,"['𓂧', '𓏇', '𓇋', '𓏛']",179320,dmꞽ,VERB,,berühren; anfügen; haften (an),,,0.0,"['𓂧', '𓏇', '𓇋', '𓏛']","['complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,9,IBcCBsxY3TEnWEUehIMtjTZilVY,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,10,IBcCBrzQnnQ1lELFrknHgnQzWkw,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107520,ḥr,PREP,,[Präposition],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,12,IBcCBtKDaVPDNU3ioVoi0v3TFYo,snf,snf,𓊃𓐰𓈖𓐰𓆑𓂐𓐰𓏥,𓊃𓈖𓆑𓂐𓏥,"['𓊃', '𓈖', '𓆑', '𓂐', '𓏥']",137250,znf,NOUN,,Blut,,,0.0,"['𓊃', '𓈖', '𓆑', '𓂐', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",28,13,IBcCBk7HGBAWnUnyic8rYKolKOg,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",29,1,IBcCBpvsYrBWW0X6quRFrL3BX7o,n,n,𓂜,𓂜,['𓂜'],78890,n,PART,,[Negationswort],,,0.0,['𓂜'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",29,2,IBcCBqnKR1XnSES2mg6PAOUmsCo,rḏi̯,rḏi̯,𓂋𓐰𓂝,𓂋𓂝,"['𓂋', '𓂝']",96700,rḏi̯,VERB,,geben; legen; setzen; zeigen,,,0.0,"['𓂋', '𓂝']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",29,3,IBcCBuVTRtq8UEh4gr1idUtH3nM,mrḥ.t,mrḥ.t,𓌻𓐰𓂋𓎛𓏏𓏌𓐰𓏥,𓌻𓂋𓎛𓏏𓏌𓏥,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']",72840,mrḥ.t,NOUN,,Fett (allg.); Salböl,,,0.0,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",29,4,IBcCBhoLzQekc0qdmHKZSteUIC0,bꞽ.t,bꞽ.t,𓆤𓏏𓏌𓐰𓏥,𓆤𓏏𓏌𓏥,"['𓆤', '𓏏', '𓏌', '𓏥']",54210,bꞽ.t,NOUN,,Honig,,,0.0,"['𓆤', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",29,5,IBcCBh09paFgWEtsizBZzq3bBYs,r,r,𓂋,𓂋,['𓂋'],91901,r,PREP,,"zu (lok.); bis (lok.); an (lok.); [in Richtung auf (e. Ort, e. Sache, e. Person)]; [lokal]",,,0.0,['𓂋'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",29,6,IBcCBjb8lRQgzUH9robPxSduSL0,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",30,1,IBcCBr0z0V4xUkQLsyWGc0QV5lY,{sf.ꞽn},,𓋴𓆑𓐰𓌪𓀜𓇋𓈖,𓋴𓆑𓌪𓀜𓇋𓈖,"['𓋴', '𓆑', '𓌪', '𓀜', '𓇋', '𓈖']",133410,zf,VERB,,schlachten; abschneiden,,,0.0,"['𓋴', '𓆑', '𓌪', '𓀜', '𓇋', '𓈖']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",30,2,ICACduBHn4TQq0Xliwu2LCQCXwU,⟨sf.ꞽn⟩,sf.ꞽn,,,[],856223,zf,X,,[Verb (?)],,,0.0,[],[]
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",30,3,IBcCBoGghgZrhkCsjce2kHVakMY,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",30,4,IBcCBtnYdVQ7mkkYveVj1rxQEPs,gs,gs,𓐛𓏤,𓐛𓏤,"['𓐛', '𓏤']",168250,gs,NOUN,,Seite,,,0.0,"['𓐛', '𓏤']","['complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",30,5,IBcCBru1AYEiMkheqQ3Z7aVSdNo,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",30,6,IBcCBrHyMRcQtUwWo1gqHWcMxMQ,wꜥ,wꜥ,𓌡𓐰𓂝𓐱𓏤,𓌡𓂝𓏤,"['𓌡', '𓂝', '𓏤']",44150,wꜥ,ADJ,,eins (Zahl); einzig,,,0.0,"['𓌡', '𓂝', '𓏤']","['complete', 'complete', 'complete']"
7GYITRCORFDG5LSMIKTYILCDJY,"Medizinische Texte || pEbers || 91,2-93,5 = Eb 764-782: Heilmittel gegen Leiden an Ohren, Haaren und Haut",30,7,IBcCBgdMiXAzqkixiDttpeXjcQc,n-ꞽb-n,n-ꞽb-n,𓂜|lb𓄣𓏤𓈖,𓂜𓄣𓏤𓈖,"['𓂜', '𓄣', '𓏤', '𓈖']",79060,n-ꞽb-n,PREP,,damit (Konjunktion); um jemandes willen,,,0.0,"['𓂜', '𓄣', '𓏤', '𓈖']","['complete', 'complete', 'complete', 'complete']"
