text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",6,2,IBcCBiwE24HV808QtclIwitdW9E,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",400093,ḥr,PREP,,und (zur Koordination zweier Subst.); mit,,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",6,3,IBcCBiY9ZRmQqU5Pq2bhVS8qL5M,bnꞽ,bnꞽ,𓇜𓏤𓌽𓐰𓏥,𓇜𓏤𓌽𓏥,"['𓇜', '𓏤', '𓌽', '𓏥']",55930,bnꞽ,NOUN,,Dattel,,,0.0,"['𓇜', '𓏤', '𓌽', '𓏥']","['complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",7,1,IBcCBtPQgSKWjExCnh28aQVkQj0,ḏi̯,ḏi̯,𓂞,𓂞,['𓂞'],96700,rḏi̯,VERB,,geben; legen; setzen; zeigen,,,0.0,['𓂞'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",7,2,IBcCBqkDJHHf0UlljEYBuBEr82w,r,r,𓂋,𓂋,['𓂋'],91901,r,PREP,,"zu (lok.); bis (lok.); an (lok.); [in Richtung auf (e. Ort, e. Sache, e. Person)]; [lokal]",,,0.0,['𓂋'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",7,3,IBcCBmY2gH4CdEG8lJ0WFwDkkvc,fnḏ,fnḏ,𓂉𓏤,𓂉𓏤,"['𓂉', '𓏤']",63920,fnḏ,NOUN,,Nase,,,0.0,"['𓂉', '𓏤']","['complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",8,2,IBcCBu6cAqijwUozhXWjXmYNMVY,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",8,4,IBcCBo2n9w79REffiGgThJW30UQ,šn.t,šn.t,𓍴𓏏𓐰𓍢𓀁,𓍴𓏏𓍢𓀁,"['𓍴', '𓏏', '𓍢', '𓀁']",155300,šn.t,NOUN,,Spruch; Beschwörung,,,0.0,"['𓍴', '𓏏', '𓍢', '𓀁']","['complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",8,5,IBcCBkHqySD5aEEmrwrj2Tm9QR8,rš,rš,𓂋𓐰𓈙𓂉,𓂋𓈙𓂉,"['𓂋', '𓈙', '𓂉']",96170,rš,NOUN,,Schnupfen,,,0.0,"['𓂋', '𓈙', '𓂉']","['complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,1,IBcCBpjKteWFiEXStdgv9SlM434,šp,šp,𓈙𓐰𓊪𓂐,𓈙𓊪𓂐,"['𓈙', '𓊪', '𓂐']",153630,šp,VERB,,ausfließen; zu Grunde gehen,,,0.0,"['𓈙', '𓊪', '𓂐']","['complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,2,IBcCBjP3OUGbd00qkyEQWf9GqJs,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,3,IBcCBl2ptYs8MEYKr3ubWu829TU,rš,rš,𓂋𓐰𓈙𓂉𓂐,𓂋𓈙𓂉𓂐,"['𓂋', '𓈙', '𓂉', '𓂐']",96170,rš,NOUN,,Schnupfen,,,0.0,"['𓂋', '𓈙', '𓂉', '𓂐']","['complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,4,IBcCBghF1WU4oUjOk6PLgAswgwQ,zꜣ,zꜣ,𓅭,𓅭,['𓅭'],125510,zꜣ,NOUN,,Sohn; Enkel,,,0.0,['𓅭'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,5,IBcCBo0UhIuVZE5JvmcTWBraA4Y,rš,rš,𓂋𓐰𓈙𓂉𓂐,𓂋𓈙𓂉𓂐,"['𓂋', '𓈙', '𓂉', '𓂐']",96170,rš,NOUN,,Schnupfen,,,0.0,"['𓂋', '𓈙', '𓂉', '𓂐']","['complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,6,IBcCBtEmOqNKhk3xiwssx0anymU,sd,sd,𓋴𓂧𓐰𓏴𓀜,𓋴𓂧𓏴𓀜,"['𓋴', '𓂧', '𓏴', '𓀜']",150110,sḏ,VERB,,zerbrechen; aufbrechen; lösen; auflösen,,,0.0,"['𓋴', '𓂧', '𓏴', '𓀜']","['complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,7,IBcCBoW1Q2sAekrSsxeUQdANz44,qs.PL,qs.PL,𓌟𓏤𓐰𓏥,𓌟𓏤𓏥,"['𓌟', '𓏤', '𓏥']",162200,qs,NOUN,,Knochen,,,0.0,"['𓌟', '𓏤', '𓏥']","['complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,8,IBcCBt530bzyfkWdrr7JIy4OgSk,whn,whn,𓏲𓉔|lb𓈖𓐰𓂢𓀜,𓏲𓉔𓈖𓂢𓀜,"['𓏲', '𓉔', '𓈖', '𓂢', '𓀜']",48560,whn,VERB,,niederreißen; zerfallen,,,0.0,"['𓏲', '𓉔', '𓈖', '𓂢', '𓀜']","['complete', 'complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,10,IBcCBkTZfBejjEuTigeimQL1AUk,ḏnn.t,ḏnn.t,𓆓𓐰𓈖𓐰𓈖𓏏𓁶,𓆓𓈖𓈖𓏏𓁶,"['𓆓', '𓈖', '𓈖', '𓏏', '𓁶']",184340,ḏnn.t,NOUN,,Schädel; Kopf,,,0.0,"['𓆓', '𓈖', '𓈖', '𓏏', '𓁶']","['complete', 'complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,11,IBcCBjQQW6NDNEZtqK4yjxljoH8,ꜥd,ꜥd,𓎙𓐰𓂧𓌻𓐰𓂝,𓎙𓂧𓌻𓂝,"['𓎙', '𓂧', '𓌻', '𓂝']",41940,ꜥḏ,VERB,,aufhacken; aufwühlen; niedermetzeln,,,0.0,"['𓎙', '𓂧', '𓌻', '𓂝']","['complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,12,IBcCBoENlgZAokpmqD4W9VJGj70,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,13,IBcCBqEVrJACYkNHlyybetQee6I,tbn,tbn,𓏏𓃀𓈖𓐰𓐎,𓏏𓃀𓈖𓐎,"['𓏏', '𓃀', '𓈖', '𓐎']",170690,tbn,NOUN,,Knochenmark,,,0.0,"['𓏏', '𓃀', '𓈖', '𓐎']","['complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,14,IBcCBsw7r8uVeEk5lE1EVJuWKsU,dd,dd,𓂝𓐰𓂝,𓂝𓂝,"['𓂝', '𓂝']",550028,rḏi̯,VERB,,veranlassen; zulassen (dass),,,0.0,"['𓂝', '𓂝']","['complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,15,IBcCBl25pg6lS080hM5yQucCuFg,mḥr,mḥr,𓍋𓅓𓐰𓂋𓅪,𓍋𓅓𓂋𓅪,"['𓍋', '𓅓', '𓂋', '𓅪']",71790,mr,VERB,,schmerzen; krank sein; leiden,,,0.0,"['𓍋', '𓅓', '𓂋', '𓅪']","['complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,16,IBcCBkmtZzZ2SUori5qg5FFeH08,bꜣbꜣ.w.PL,bꜣbꜣ.w.PL,𓃀𓅡𓄿𓅡𓄿|lb𓏲𓉐𓐰𓏥,𓃀𓅡𓄿𓅡𓄿𓏲𓉐𓏥,"['𓃀', '𓅡', '𓄿', '𓅡', '𓄿', '𓏲', '𓉐', '𓏥']",53420,bꜣbꜣ,NOUN,,Loch; Höhle,,,0.0,"['𓃀', '𓅡', '𓄿', '𓅡', '𓄿', '𓏲', '𓉐', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,18,IBcCBio6OJUOPkdSv3AmOUsCdb0,7,7,𓏽𓐰𓏼,𓏽𓏼,"['𓏽', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏽', '𓏼']","['complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,19,IBcCBkXuDnoZl0bviEQ2nQhWeHo,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,20,IBcCBugGeZRGB0ouvTfYRJ1hTno,ḏꜣḏꜣ,ḏꜣḏꜣ,𓍑𓄿𓍑𓄿𓁶,𓍑𓄿𓍑𓄿𓁶,"['𓍑', '𓄿', '𓍑', '𓄿', '𓁶']",182330,ḏꜣḏꜣ,NOUN,,Kopf; Spitze,,,0.0,"['𓍑', '𓄿', '𓍑', '𓄿', '𓁶']","['complete', 'complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,21,IBcCBmANdqfjkUrLmy7iuGjg9Rs,šms.w-rꜥ,šms.w-rꜥ,𓌞𓋴𓏲𓂻𓐰𓏥𓇳𓅆,𓌞𓋴𓏲𓂻𓏥𓇳𓅆,"['𓌞', '𓋴', '𓏲', '𓂻', '𓏥', '𓇳', '𓅆']",875726,šms.w-Rꜥw,TITLE,,Gefolge des Re,,,0.0,"['𓌞', '𓋴', '𓏲', '𓂻', '𓏥', '𓇳', '𓅆']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,22,IBcCBtfBR0NevElPu2aJAYpZRxg,snsi̯,snsi̯,𓋴𓈖𓐰𓊃𓀁,𓋴𓈖𓊃𓀁,"['𓋴', '𓈖', '𓊃', '𓀁']",138090,snsi̯,VERB,,"preisen, verehren",,,0.0,"['𓋴', '𓈖', '𓊃', '𓀁']","['complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,23,IBcCBrsjiMEO1UP8t462PWVjZoQ,n,n,𓈖,𓈖,['𓈖'],78873,n,PREP,,hin zu; von her; [Dativ: Richtung],,,0.0,['𓈖'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",9,24,IBcCBva3Vr6NdUs5m6VvpJFqDdI,ḏḥw.tꞽ,ḏḥw.tꞽ,𓐷𓅝𓐳𓏏𓐵𓏭𓐸𓅆,𓅝𓏏𓏭𓅆,"['𓅝', '𓏏', '𓏭', '𓅆']",185290,Ḏḥw.tꞽ,PROPN,god,Thot,,,0.0,"['𓅝', '𓏏', '𓏭', '𓅆']","['complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",10,1,IBcCBlTt7wQKtkZphkJzq5OhnI0,m,m,𓅓𓂝,𓅓𓂝,"['𓅓', '𓂝']",64440,m,PART,,siehe!; [Partikel],,,0.0,"['𓅓', '𓂝']","['complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",10,2,IBcCBkKLWA5DlU9ghnGXvTB3Zb4,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",10,3,IBcCBgBA8JEVK0fUmctZuktrmIg,ꞽni̯.n,ꞽni̯.n,𓏎|lb𓈖𓐰𓈖,𓏎𓈖𓈖,"['𓏎', '𓈖', '𓈖']",26870,ꞽni̯,VERB,,bringen; holen,,,0.0,"['𓏎', '𓈖', '𓈖']","['complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",10,5,IBcCBj5CiB7x6UVGgCGhEJl3QxA,⸗ꞽ,⸗ꞽ,𓀀,𓀀,['𓀀'],10030,⸗ꞽ,PRON,,[Suffix Pron. sg.1.c.],,,0.0,['𓀀'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",10,6,IBcCBsAmrcpqu0s4ltGuUvasKnE,pẖr.t,pẖr.t,𓄲𓐰𓂋𓐱𓏏𓈒𓐰𓏥,𓄲𓂋𓏏𓈒𓏥,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']",61950,pẖr.t,NOUN,,Heilmittel (allg.),,,0.0,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",10,7,IBcCBlYYI9QXWkjaqHuMGEpzkWI,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",10,8,IBcCBvSCs6s5GE3vrbOWe9aJi3I,r,r,𓂋,𓂋,['𓂋'],91902,r,PREP,,gegen (Personen); [Opposition],,,0.0,['𓂋'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",10,9,IBcCBt5Vjc6EvE2srqNsUgjdUK8,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",10,10,IBcCBgjAWJ8VrkG5qWVQXlCcmo4,nh.t,nh.t,𓈖𓐰𓉔𓏏𓏌𓐰𓏥,𓈖𓉔𓏏𓏌𓏥,"['𓈖', '𓉔', '𓏏', '𓏌', '𓏥']",85260,nh.t,NOUN,,Schutzmittel (gegen Schnupfen),,,0.0,"['𓈖', '𓉔', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
4QZJJ2HEGBGDTIKGGBXB2L2NA4,"Medizinische Texte || pEbers || 90,14-91,1 = Eb 761-763: Heilmittel gegen Schnupfen",10,11,IBcCBuFV8ECzLUpqgsSkNPmxp40,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
