text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
YCZWHO3OCNGSTH74CCA3RIAGZI,"Medizinische Texte || pEbers || 85,16-86,3 = Eb 697-704: Heilmittel für die Zunge",1,4,IBcBiHgYROxH00MYpX5R1xOvwXA,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
YCZWHO3OCNGSTH74CCA3RIAGZI,"Medizinische Texte || pEbers || 85,16-86,3 = Eb 697-704: Heilmittel für die Zunge",1,5,IBkAd1QDHZaAhUPziWWkOWZQumw,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
YCZWHO3OCNGSTH74CCA3RIAGZI,"Medizinische Texte || pEbers || 85,16-86,3 = Eb 697-704: Heilmittel für die Zunge",1,6,IBcBiAIUgNiNYkxqvurRXOucSOU,pẖr.t,pẖr.t,𓄲𓐰𓂋𓐱𓏏𓈒𓐰𓏥,𓄲𓂋𓏏𓈒𓏥,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']",61950,pẖr.t,NOUN,,Heilmittel (allg.),,,0.0,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
YCZWHO3OCNGSTH74CCA3RIAGZI,"Medizinische Texte || pEbers || 85,16-86,3 = Eb 697-704: Heilmittel für die Zunge",1,7,IBcBiFlNG219Wk73iwqlEDNctoo,n(.ꞽ).t,n.ꞽ.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
YCZWHO3OCNGSTH74CCA3RIAGZI,"Medizinische Texte || pEbers || 85,16-86,3 = Eb 697-704: Heilmittel für die Zunge",1,8,IBcBiOGQd9CH60yUuDATeMh2Sxk,dr,dr,𓂧𓐰𓂋𓀜,𓂧𓂋𓀜,"['𓂧', '𓂋', '𓀜']",180130,dr,VERB,,entfernen; vertreiben; vertilgen,,,0.0,"['𓂧', '𓂋', '𓀜']","['complete', 'complete', 'complete']"
YCZWHO3OCNGSTH74CCA3RIAGZI,"Medizinische Texte || pEbers || 85,16-86,3 = Eb 697-704: Heilmittel für die Zunge",1,9,IBcBiDef94reREYokFwsMvzy8rk,mḥr.t,mḥr.t,𓍋𓅓𓐰𓂋|lb𓏏𓐰𓅪,𓍋𓅓𓂋𓏏𓅪,"['𓍋', '𓅓', '𓂋', '𓏏', '𓅪']",72000,mr.t,NOUN,,Krankheit; Böses,,,0.0,"['𓍋', '𓅓', '𓂋', '𓏏', '𓅪']","['complete', 'complete', 'complete', 'complete', 'complete']"
YCZWHO3OCNGSTH74CCA3RIAGZI,"Medizinische Texte || pEbers || 85,16-86,3 = Eb 697-704: Heilmittel für die Zunge",1,11,IBcBiHg6JulXd04nvsXWVEQwdJw,ns,ns,𓄓𓏤𓐱𓄹,𓄓𓏤𓄹,"['𓄓', '𓏤', '𓄹']",87800,ns,NOUN,,Zunge,,,0.0,"['𓄓', '𓏤', '𓄹']","['complete', 'complete', 'complete']"
YCZWHO3OCNGSTH74CCA3RIAGZI,"Medizinische Texte || pEbers || 85,16-86,3 = Eb 697-704: Heilmittel für die Zunge",2,1,IBcBiO8DvL3VdEFQnVyLXs0qi5s,ꞽrt.t,ꞽrt.t,𓇋𓁹𓐰𓏏𓐱𓏏𓏌𓐰𓏥,𓇋𓁹𓏏𓏏𓏌𓏥,"['𓇋', '𓁹', '𓏏', '𓏏', '𓏌', '𓏥']",30080,ꞽrṯ.t,NOUN,,Milch (der Mutter oder der Tiere),,,0.0,"['𓇋', '𓁹', '𓏏', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
YCZWHO3OCNGSTH74CCA3RIAGZI,"Medizinische Texte || pEbers || 85,16-86,3 = Eb 697-704: Heilmittel für die Zunge",3,1,IBcBiGsAuyE1Cks3uyPsKhsyjiU,ẖpꜥ,ẖpꜥ,𓄡𓐰𓊪𓂝𓀁,𓄡𓊪𓂝𓀁,"['𓄡', '𓊪', '𓂝', '𓀁']",122930,ẖpꜥ,VERB,,kauen; spülen,,,0.0,"['𓄡', '𓊪', '𓂝', '𓀁']","['complete', 'complete', 'complete', 'complete']"
YCZWHO3OCNGSTH74CCA3RIAGZI,"Medizinische Texte || pEbers || 85,16-86,3 = Eb 697-704: Heilmittel für die Zunge",4,1,IBcBiFgxbijIr0AThDQDHQphKHk,ḏi̯,ḏi̯,𓂝,𓂝,['𓂝'],96700,rḏi̯,VERB,,geben; legen; setzen; zeigen,,,0.0,['𓂝'],['complete']
