id,label,strata
b08_h020_13_strata_b,M,A
b08_h020_13_strata_c,M,A
b08_h020_14_strata_a,M,A
b08_h020_14_strata_b,M,A
b08_h020_14_strata_c,M,A
b08_h020_14_strata_d,MR,A
b08_h020_15_strata_a,M,A
b08_h020_15_strata_b,M,A
b08_h020_15_strata_c,M,A
b08_h020_16_strata_a,M,A
b08_h020_16_strata_b,M,A
b08_h020_16_strata_c,M,A
b08_h020_16_strata_d,M,A
b08_h020_17_strata_a,M,A
b08_h020_17_strata_b,M,A
b08_h020_17_strata_c,M,A
b08_h020_18_strata_a,M,A
b08_h020_18_strata_b,M,A
b08_h020_18_strata_c,M,A
b08_h020_18_strata_d,M,A
b08_h020_19_strata_a,M,A
b08_h020_19_strata_b,M,A
b08_h020_19_strata_c,M,A
b08_h020_20_strata_a,M,A
b08_h020_20_strata_b,M,A
b08_h020_20_strata_c,M,A
b08_h020_20_strata_d,M,A
b08_h020_21_strata_a,M,A
b08_h020_21_strata_b,M,A
b08_h020_21_strata_c,M,A
b08_h020_22_strata_a,M,A
b08_h020_22_strata_b,M,A
b08_h020_22_strata_c,M,A
b08_h020_22_strata_d,M,A
b08_h020_23_strata_a,M,A
b08_h020_23_strata_b,M,A
b08_h020_23_strata_c,M,A
b08_h020_24_strata_a,M,A
b08_h020_24_strata_b,M,A
b08_h020_24_strata_c,M,A
b08_h020_24_strata_d,M,A
b08_h020_25_strata_a,M,A
b08_h020_25_strata_b,M,A
b08_h020_25_strata_c,M,A
b08_h020_26_strata_a,M,A
b08_h020_26_strata_b,M,A
b08_h020_26_strata_c,M,A
b08_h020_26_strata_d,MR,A
b08_h021_01_strata_a,M,A
b08_h021_01_strata_b,M,A
b08_h021_01_strata_c,M,A
b08_h021_02_strata_a,M,A
b08_h021_02_strata_b,M,A
b08_h021_02_strata_c,M,A
b08_h021_02_strata_d,M,A
b08_h021_03_strata_a,M,A
b08_h021_03_strata_b,M,A
b08_h021_03_strata_c,MR,A
b08_h021_04_strata_a,M,A
b08_h021_04_strata_b,M,A
b08_h021_04_strata_c,M,A
b08_h021_04_strata_d,MR,A
b08_h021_05_strata_a,M,A
b08_h021_05_strata_b,M,A
b08_h021_05_strata_c,M,A
b08_h021_06_strata_a,M,A
b08_h021_06_strata_b,M,A
b08_h021_06_strata_c,M,A
b08_h021_06_strata_d,M,A
b08_h021_07_strata_a,M,A
b08_h021_07_strata_b,M,A
b08_h021_07_strata_c,M,A
b08_h021_08_strata_a,M,A
b08_h021_08_strata_b,M,A
b08_h021_08_strata_c,M,A
b08_h021_08_strata_d,M,A
b08_h021_09_strata_a,M,A
b08_h021_09_strata_b,M,A
b08_h021_09_strata_c,MR,A
b08_h021_10_strata_a,M,A
b08_h021_10_strata_b,M,A
b08_h021_10_strata_c,M,A
b08_h021_10_strata_d,M,A
b08_h021_11_strata_a,M,A
b08_h021_11_strata_b,M,A
b08_h021_11_strata_c,M,A
b08_h021_12_strata_a,M,A
b08_h021_12_strata_b,M,A
b08_h021_12_strata_c,M,A
b08_h021_12_strata_d,M,A
b08_h021_13_strata_a,M,A
b08_h021_13_strata_b,M,A
b08_h021_13_strata_c,M,A
b08_h021_14_strata_a,M,A
b08_h021_14_strata_b,M,A
b08_h021_14_strata_c,M,A
b08_h021_14_strata_d,M,A
b08_h021_15_strata_a,M,A
b08_h021_15_strata_b,M,A
b08_h021_15_strata_c,M,A
b08_h021_16_strata_a,M,A
b08_h021_16_strata_b,M,A
b08_h021_16_strata_c,M,A
b08_h021_16_strata_d,M,A
b08_h021_17_strata_a,M,A
b08_h021_17_strata_b,M,A
b08_h021_17_strata_c,M,A
b08_h021_18_strata_a,M,A
b08_h021_18_strata_b,M,A
b08_h021_18_strata_c,M,A
b08_h021_18_strata_d,M,A
b08_h022_01_strata_a,M,A
b08_h022_01_strata_b,M,A
b08_h022_01_strata_c,M,A
b08_h022_01_strata_d,M,A
b08_h022_02_strata_a,M,A
b08_h022_02_strata_b,M,A
b08_h022_02_strata_c,M,A
b08_h022_02_strata_d,M,A
b08_h022_03_strata_a,MR,A
b08_h022_03_strata_b,M,A
b08_h022_03_strata_c,M,A
b08_h022_03_strata_d,MR,A
b08_h022_04_strata_a,M,A
b08_h022_04_strata_b,M,A
b08_h022_04_strata_c,M,A
b08_h022_04_strata_d,M,A
b08_h022_05_strata_a,M,A
b08_h022_05_strata_b,M,A
b08_h022_05_strata_c,M,A
b08_h022_05_strata_d,MR,A
b08_h022_06_strata_a,M,A
b08_h022_06_strata_b,M,A
b08_h022_06_strata_c,M,A
b08_h022_06_strata_d,M,A
b08_h022_07_strata_a,M,A
b08_h022_07_strata_b,M,A
b08_h022_07_strata_c,M,A
b08_h022_07_strata_d,M,A
b08_h022_08_strata_a,M,A
b08_h022_08_strata_b,M,A
b08_h022_08_strata_c,MR,A
b08_h022_08_strata_d,MR,A
b08_h022_09_strata_a,M,A
b08_h022_09_strata_b,M,A
b08_h022_09_strata_c,M,A
b08_h022_10_strata_a,M,A
b08_h022_10_strata_b,M,A
b08_h022_10_strata_c,M,A
b08_h022_10_strata_d,M,A
b08_h022_11_strata_a,M,A
b08_h022_11_strata_b,M4,A
b08_h022_11_strata_c,M,A
b08_h022_12_strata_a,M,A
b08_h022_12_strata_b,M,A
b08_h022_12_strata_c,M,A
b08_h022_12_strata_d,M,A
b08_h022_13_strata_a,M,A
b08_h022_13_strata_b,M,A
b08_h022_13_strata_c,M,A
b08_h022_14_strata_a,M,A
b08_h022_14_strata_b,M,A
b08_h022_14_strata_c,M,A
b08_h022_14_strata_d,M,A
b08_h022_15_strata_a,M,A
b08_h022_15_strata_b,M,A
b08_h022_15_strata_c,M,A
b08_h022_16_strata_a,M,A
b08_h022_16_strata_b,M,A
b08_h022_16_strata_c,M,A
b08_h022_16_strata_d,M,A
b08_h022_17_strata_a,M,A
b08_h022_17_strata_b,M,A
b08_h022_17_strata_c,MR,A
b08_h022_18_strata_a,M,A
b08_h022_18_strata_b,M,A
b08_h022_18_strata_c,M,A
b08_h022_18_strata_d,MR,A
b08_h023_01_strata_a,M,A
b08_h023_01_strata_b,M,A
b08_h023_01_strata_c,M,A
b08_h023_02_strata_a,M,A
b08_h023_02_strata_b,M,A
b08_h023_02_strata_c,M,A
b08_h023_03_strata_a,M,A
b08_h023_03_strata_b,M,A
b08_h023_03_strata_c,M,A
b08_h023_04_strata_a,MR,A
b08_h023_04_strata_b,M,A
b08_h023_04_strata_c,M,A
b08_h023_05_strata_a,M,A
b08_h023_05_strata_b,M,A
b08_h023_05_strata_c,M,A
b08_h023_06_strata_a,M,A
b08_h023_06_strata_b,M,A
b08_h023_06_strata_c,M,A
b08_h023_07_strata_a,M,A
b08_h023_07_strata_b,MR,A
b08_h023_07_strata_c,M,A
b08_h023_08_strata_a,M,A
b08_h023_08_strata_b,M,A
b08_h023_08_strata_c,M,A
b08_h023_09_strata_a,M,A
b08_h023_09_strata_b,M,A
b08_h023_09_strata_c,M,A
b08_h023_10_strata_a,M,A
b08_h023_10_strata_b,M,A
b08_h023_10_strata_c,M,A
b08_h023_11_strata_a,M,A
b08_h023_11_strata_b,M,A
b08_h023_11_strata_c,M,A
b08_h023_12_strata_a,M,A
b08_h023_12_strata_b,M,A
b08_h023_12_strata_c,M,A
b08_h023_13_strata_a,M,A
b08_h023_13_strata_b,M,A
b08_h023_13_strata_c,M,A
b08_h023_14_strata_a,M,A
b08_h023_14_strata_b,M,A
b08_h023_14_strata_c,M,A
b08_h023_15_strata_a,M,A
b08_h023_15_strata_b,M,A
b08_h023_15_strata_c,M,A
b08_h023_16_strata_a,M,A
b08_h023_16_strata_b,M,A
b08_h023_16_strata_c,M,A
b08_h023_17_strata_a,M,A
b08_h023_17_strata_b,M,A
b08_h023_17_strata_c,M,A
b08_h023_18_strata_a,MR,A
b08_h023_18_strata_b,M,A
b08_h023_18_strata_c,M,A
b08_h023_19_strata_a,M,A
b08_h023_19_strata_b,M,A
b08_h023_19_strata_c,M,A
b08_h023_20_strata_a,M,A
b08_h023_20_strata_b,M,A
b08_h023_20_strata_c,M,A
b08_h023_21_strata_a,M,A
b08_h023_21_strata_b,M,A
b08_h023_21_strata_c,M,A
b08_h023_22_strata_a,M,A
b08_h023_22_strata_b,M,A
b08_h023_22_strata_c,M,A
b08_h023_23_strata_a,M,A
b08_h023_23_strata_b,M,A
b08_h023_23_strata_c,M,A
b08_h023_24_strata_a,M,A
b08_h023_24_strata_b,M,A
b08_h023_24_strata_c,M,A
b08_h023_25_strata_a,MR,A
b08_h023_25_strata_b,M,A
b08_h023_25_strata_c,M,A
b08_h023_26_strata_a,M,A
b08_h023_26_strata_b,M,A
b08_h023_26_strata_c,M,A
b08_h023_27_strata_a,M,A
b08_h023_27_strata_b,M,A
b08_h023_27_strata_c,M,A
b08_h023_28_strata_a,M,A
b08_h023_28_strata_b,M,A
b08_h023_28_strata_c,M,A
b08_h023_29_strata_a,M,A
b08_h023_29_strata_b,M,A
b08_h023_29_strata_c,M,A
b08_h023_30_strata_a,M,A
b08_h023_30_strata_b,M,A
b08_h023_30_strata_c,M,A
b08_h024_01_strata_a,M,A
b08_h024_01_strata_b,MR,A
b08_h024_01_strata_c,M,A
b08_h024_02_strata_a,M,A
b08_h024_02_strata_b,M,A
b08_h024_02_strata_c,M,A
b08_h024_03_strata_a,MR,A
b08_h024_03_strata_b,M,A
b08_h024_03_strata_c,M,A
b08_h024_04_strata_a,M,A
b08_h024_04_strata_b,M,A
b08_h024_04_strata_c,M,A
b08_h024_05_strata_a,M,A
b08_h024_05_strata_b,M,A
b08_h024_05_strata_c,M,A
b08_h024_06_strata_a,M,A
b08_h024_06_strata_b,M,A
b08_h024_06_strata_c,M,A
b08_h024_07_strata_a,M,A
b08_h024_07_strata_b,M,A
b08_h024_07_strata_c,M,A
b08_h024_08_strata_a,M,A
b08_h024_08_strata_b,M,A
b08_h024_08_strata_c,M,A
b08_h024_09_strata_a,M,A
b08_h024_09_strata_b,M,A
b08_h024_09_strata_c,M,A
b08_h024_10_strata_a,M,A
b08_h024_10_strata_b,M,A
b08_h024_10_strata_c,M,A
b08_h024_11_strata_a,M,A
b08_h024_11_strata_b,M,A
b08_h024_11_strata_c,M,A
b08_h024_12_strata_a,M,A
b08_h024_12_strata_b,M,A
b08_h024_12_strata_c,M,A
b08_h024_13_strata_a,M,A
b08_h024_13_strata_b,M,A
b08_h024_13_strata_c,M,A
b08_h024_14_strata_a,M,A
b08_h024_14_strata_b,M,A
b08_h024_14_strata_c,M,A
b08_h024_15_strata_a,M,A
b08_h024_15_strata_b,M,A
b08_h024_15_strata_c,M,A
b08_h024_16_strata_a,M,A
b08_h024_16_strata_b,M,A
b08_h024_16_strata_c,M,A
b08_h024_17_strata_a,M,A
b08_h024_17_strata_b,M,A
b08_h024_17_strata_c,M,A
b08_h024_18_strata_a,M,A
b08_h024_18_strata_b,MR,A
b08_h024_18_strata_c,M,A
b08_h024_19_strata_a,M,A
b08_h024_19_strata_b,M,A
b08_h024_19_strata_c,M,A
b08_h024_20_strata_a,M,A
b08_h024_20_strata_b,M,A
b08_h024_20_strata_c,M,A
b08_h024_21_strata_a,M,A
b08_h024_21_strata_b,M,A
b08_h024_21_strata_c,M,A
b08_h024_22_strata_a,M,A
b08_h024_22_strata_b,M,A
b08_h024_22_strata_c,M,A
b08_h024_23_strata_a,M,A
b08_h024_23_strata_b,M,A
b08_h024_23_strata_c,M,A
b08_h024_24_strata_a,M,A
b08_h024_24_strata_b,M,A
b08_h024_24_strata_c,M,A
b08_h024_25_strata_a,M,A
b08_h024_25_strata_b,M,A
b08_h024_25_strata_c,M,A
b08_h024_26_strata_a,M,A
b08_h024_26_strata_b,M,A
b08_h024_26_strata_c,M,A
b08_h024_27_strata_a,M,A
b08_h024_27_strata_b,M,A
b08_h024_27_strata_c,M,A
b08_h024_28_strata_a,M,A
b08_h024_28_strata_b,M,A
b08_h024_28_strata_c,M,A
b08_h024_29_strata_a,M,A
b08_h024_29_strata_b,M,A
b08_h024_29_strata_c,M,A
b08_h024_30_strata_a,M,A
b08_h024_30_strata_b,M,A
b08_h024_30_strata_c,M,A
b08_h024_30_strata_d,M,A
b08_h025_01_strata_a,M,A
b08_h025_01_strata_b,M,A
b08_h025_01_strata_c,M,A
b08_h025_02_strata_a,M,A
b08_h025_02_strata_b,M,A
b08_h025_02_strata_c,M,A
b08_h025_03_strata_a,M,A
b08_h025_03_strata_b,MR,A
b08_h025_03_strata_c,M,A
b08_h025_04_strata_a,M,A
b08_h025_04_strata_b,M,A
b08_h025_04_strata_c,M,A
b08_h025_05_strata_a,M,A
b08_h025_05_strata_b,M,A
b08_h025_05_strata_c,M,A
b08_h025_06_strata_a,M,A
b08_h025_06_strata_b,M,A
b08_h025_06_strata_c,M,A
b08_h025_07_strata_a,M,A
b08_h025_07_strata_b,M,A
b08_h025_07_strata_c,M,A
b08_h025_08_strata_a,M,A
b08_h025_08_strata_b,M,A
b08_h025_08_strata_c,M,A
b08_h025_09_strata_a,M,A
b08_h025_09_strata_b,M,A
b08_h025_09_strata_c,M,A
b08_h025_10_strata_a,M,A
b08_h025_10_strata_b,M,A
b08_h025_10_strata_c,M,A
b08_h025_11_strata_a,M,A
b08_h025_11_strata_b,M,A
b08_h025_11_strata_c,M,A
b08_h025_12_strata_a,M,A
b08_h025_12_strata_b,M,A
b08_h025_12_strata_c,M,A
b08_h025_13_strata_a,M,A
b08_h025_13_strata_b,M,A
b08_h025_13_strata_c,M,A
b08_h025_14_strata_a,M,A
b08_h025_14_strata_b,M,A
b08_h025_14_strata_c,M,A
b08_h025_15_strata_a,M,A
b08_h025_15_strata_b,M,A
b08_h025_15_strata_c,M,A
b08_h025_16_strata_a,M,A
b08_h025_16_strata_b,M,A
b08_h025_16_strata_c,M,A
b08_h025_17_strata_a,M,A
b08_h025_17_strata_b,M,A
b08_h025_17_strata_c,M,A
b08_h025_18_strata_a,M,A
b08_h025_18_strata_b,M,A
b08_h025_18_strata_c,MR,A
b08_h025_19_strata_a,M,A
b08_h025_19_strata_b,M,A
b08_h025_19_strata_c,M,A
b08_h025_20_strata_a,M,A
b08_h025_20_strata_b,M,A
b08_h025_20_strata_c,M,A
b08_h025_21_strata_a,M,A
b08_h025_21_strata_b,M,A
b08_h025_21_strata_c,M,A
b08_h025_22_strata_a,M,A
b08_h025_22_strata_b,M,A
b08_h025_22_strata_c,M,A
b08_h025_23_strata_a,M,A
b08_h025_23_strata_b,M,A
b08_h025_23_strata_c,M,A
b08_h025_24_strata_a,M,A
b08_h025_24_strata_b,MR,A
b08_h025_24_strata_c,M,A
b08_h026_01_strata_a,M,A
b08_h026_01_strata_b,M,A
b08_h026_01_strata_c,M,A
b08_h026_02_strata_a,M,A
b08_h026_02_strata_b,M,A
b08_h026_02_strata_c,M,A
b08_h026_03_strata_a,M,A
b08_h026_03_strata_b,M,A
b08_h026_03_strata_c,M,A
b08_h026_04_strata_a,M,A
b08_h026_04_strata_b,M,A
b08_h026_04_strata_c,M,A
b08_h026_05_strata_a,M,A
b08_h026_05_strata_b,M,A
b08_h026_05_strata_c,M,A
b08_h026_06_strata_a,M,A
b08_h026_06_strata_b,M,A
b08_h026_06_strata_c,M,A
b08_h026_07_strata_a,M,A
b08_h026_07_strata_b,M,A
b08_h026_07_strata_c,M,A
b08_h026_08_strata_a,M,A
b08_h026_08_strata_b,M,A
b08_h026_08_strata_c,M,A
b08_h026_09_strata_a,M,A
b08_h026_09_strata_b,M,A
b08_h026_09_strata_c,M,A
b08_h026_10_strata_a,M,A
b08_h026_10_strata_b,M,A
b08_h026_10_strata_c,M,A
b08_h026_11_strata_a,M,A
b08_h026_11_strata_b,M,A
b08_h026_11_strata_c,M,A
b08_h026_12_strata_a,M,A
b08_h026_12_strata_b,M,A
b08_h026_12_strata_c,M,A
b08_h026_13_strata_a,M,A
b08_h026_13_strata_b,M,A
b08_h026_13_strata_c,M,A
b08_h026_14_strata_a,M,A
b08_h026_14_strata_b,M,A
b08_h026_14_strata_c,M,A
b08_h026_15_strata_a,M,A
b08_h026_15_strata_b,M,A
b08_h026_15_strata_c,M,A
b08_h026_16_strata_a,M,A
b08_h026_16_strata_b,M,A
b08_h026_16_strata_c,MR,A
b08_h026_17_strata_a,M,A
b08_h026_17_strata_b,M,A
b08_h026_17_strata_c,M,A
b08_h026_18_strata_a,M,A
b08_h026_18_strata_b,M,A
b08_h026_18_strata_c,M,A
b08_h026_19_strata_a,M,A
b08_h026_19_strata_b,M,A
b08_h026_19_strata_c,M,A
b08_h026_20_strata_a,M,A
b08_h026_20_strata_b,M,A
b08_h026_20_strata_c,M,A
b08_h026_20_strata_d,M,A
b08_h026_21_strata_a,M,A
b08_h026_21_strata_b,M,A
b08_h026_21_strata_c,M,A
b08_h026_22_strata_a,M,A
b08_h026_22_strata_b,MR,A
b08_h026_22_strata_c,M,A
b08_h026_23_strata_a,M,A
b08_h026_23_strata_b,M,A
b08_h026_23_strata_c,M,A
b08_h026_24_strata_a,M,A
b08_h026_24_strata_b,M,A
b08_h026_24_strata_c,Mh,A
b08_h026_25_strata_a,M,A
b08_h026_25_strata_b,M,A
b08_h026_25_strata_c,M,A
b08_h027_01_strata_a,M,A
b08_h027_01_strata_b,M,A
b08_h027_01_strata_c,M,A
b08_h027_01_strata_d,M,A
b08_h027_02_strata_a,M,A
b08_h027_02_strata_b,M,A
b08_h027_02_strata_c,M,A
b08_h027_02_strata_d,M,A
b08_h027_03_strata_a,M,A
b08_h027_03_strata_b,M,A
b08_h027_03_strata_c,M,A
b08_h027_03_strata_d,MR,A
b08_h027_04_strata_a,M,A
b08_h027_04_strata_b,M,A
b08_h027_04_strata_c,M,A
b08_h027_04_strata_d,M,A
b08_h027_05_strata_a,M,A
b08_h027_05_strata_b,M,A
b08_h027_05_strata_c,M,A
b08_h027_05_strata_d,M,A
b08_h027_06_strata_a,M,A
b08_h027_06_strata_b,M,A
b08_h027_06_strata_c,M,A
b08_h027_06_strata_d,M,A
b08_h027_07_strata_a,M,A
b08_h027_07_strata_b,M,A
b08_h027_07_strata_c,M,A
b08_h027_07_strata_d,M,A
b08_h027_08_strata_a,M,A
b08_h027_08_strata_b,M,A
b08_h027_08_strata_c,M,A
b08_h027_08_strata_d,M,A
b08_h027_09_strata_a,M,A
b08_h027_09_strata_b,M,A
b08_h027_09_strata_c,M,A
b08_h027_09_strata_d,M,A
b08_h027_10_strata_a,M,A
b08_h027_10_strata_b,M,A
b08_h027_10_strata_c,M,A
b08_h027_10_strata_d,M,A
b08_h027_11_strata_a,M,A
b08_h027_11_strata_b,M,A
b08_h027_11_strata_c,M,A
b08_h027_11_strata_d,M,A
b08_h027_12_strata_a,M,A
b08_h027_12_strata_b,M,A
b08_h027_12_strata_c,M,A
b08_h027_12_strata_d,M,A
b08_h027_13_strata_a,MR,A
b08_h027_13_strata_b,M,A
b08_h027_13_strata_c,M,A
b08_h027_13_strata_d,M,A
b08_h027_14_strata_a,M,A
b08_h027_14_strata_b,M,A
b08_h027_14_strata_c,M,A
b08_h027_14_strata_d,M,A
b08_h027_15_strata_a,M,A
b08_h027_15_strata_b,M,A
b08_h027_15_strata_c,M,A
b08_h027_15_strata_d,M,A
b08_h027_16_strata_a,MR,A
b08_h027_16_strata_b,MR,A
b08_h027_16_strata_c,MR,A
b08_h027_16_strata_d,MR,A
b08_h027_17_strata_a,M,A
b08_h027_17_strata_b,M,A
b08_h027_17_strata_c,M,A
b08_h027_17_strata_d,M,A
b08_h027_18_strata_a,M,A
b08_h027_18_strata_b,M,A
b08_h027_18_strata_c,M,A
b08_h027_18_strata_d,M,A
b08_h027_19_strata_a,M,A
b08_h027_19_strata_b,M,A
b08_h027_19_strata_c,M,A
b08_h027_19_strata_d,M,A
b08_h027_20_strata_a,M,A
b08_h027_20_strata_b,M,A
b08_h027_20_strata_c,M,A
b08_h027_20_strata_d,M,A
b08_h027_21_strata_a,MR,A
b08_h027_21_strata_b,M,A
b08_h027_21_strata_c,M,A
b08_h027_21_strata_d,M,A
b08_h027_22_strata_a,M,A
b08_h027_22_strata_b,M,A
b08_h027_22_strata_c,M,A
b08_h027_22_strata_d,M,A
b08_h028_01_strata_a,M,A
b08_h028_01_strata_b,M,A
b08_h028_01_strata_c,M,A
b08_h028_02_strata_a,MR,A
b08_h028_02_strata_b,M,A
b08_h028_02_strata_c,M,A
b08_h028_03_strata_a,M,A
b08_h028_03_strata_b,M,A
b08_h028_03_strata_c,M,A
b08_h028_04_strata_a,M4,A
b08_h028_04_strata_b,M,A
b08_h028_04_strata_c,M,A
b08_h028_05_strata_a,M,A
b08_h028_05_strata_b,M,A
b08_h028_05_strata_c,M,A
b08_h029_01_strata_a,M,A
b08_h029_01_strata_b,M,A
b08_h029_02_strata_a,M,A
b08_h029_02_strata_b,M,A
b08_h029_03_strata_a,M,A
b08_h029_03_strata_b,M,A
b08_h029_04_strata_a,M,A
b08_h029_04_strata_b,M,A
b08_h029_05_strata_a,M,A
b08_h029_05_strata_b,M,A
b08_h029_06_strata_a,M,A
b08_h029_06_strata_b,M,A
b08_h029_07_strata_a,M,A
b08_h029_07_strata_b,M,A
b08_h029_08_strata_a,M,A
b08_h029_08_strata_b,M,A
b08_h029_09_strata_a,M,A
b08_h029_09_strata_b,M,A
b08_h029_10_strata_a,M,A
b08_h029_10_strata_b,M,A
b08_h030_01_strata_a,M,A
b08_h030_01_strata_b,M,A
b08_h030_01_strata_c,M,A
b08_h030_02_strata_a,M,A
b08_h030_02_strata_b,M,A
b08_h030_02_strata_c,M,A
b08_h030_03_strata_a,M,A
b08_h030_03_strata_b,M,A
b08_h030_03_strata_c,M,A
b08_h030_03_strata_d,M,A
b08_h030_04_strata_a,M,A
b08_h030_04_strata_b,M,A
b08_h030_04_strata_c,M,A
b08_h030_04_strata_d,M,A
b08_h031_01_strata_a,M,A
b08_h031_01_strata_b,M,A
b08_h031_01_strata_c,M,A
b08_h031_02_strata_a,M,A
b08_h031_02_strata_b,M,A
b08_h031_02_strata_c,M,A
b08_h031_03_strata_a,M,A
b08_h031_03_strata_b,M,A
b08_h031_03_strata_c,M,A
b08_h031_04_strata_a,M,A
b08_h031_04_strata_b,M,A
b08_h031_04_strata_c,M,A
b08_h031_05_strata_a,M,A
b08_h031_05_strata_b,M,A
b08_h031_05_strata_c,M,A
b08_h031_06_strata_a,M,A
b08_h031_06_strata_b,M,A
b08_h031_06_strata_c,M,A
b08_h031_07_strata_a,M,A
b08_h031_07_strata_b,M,A
b08_h031_07_strata_c,M,A
b08_h031_08_strata_a,M,A
b08_h031_08_strata_b,M,A
b08_h031_08_strata_c,M,A
b08_h031_09_strata_a,M,A
b08_h031_09_strata_b,M,A
b08_h031_09_strata_c,M,A
b08_h031_09_strata_d,M,A
b08_h031_10_strata_a,MR,A
b08_h031_10_strata_b,M,A
b08_h031_10_strata_c,M,A
b08_h031_11_strata_a,M,A
b08_h031_11_strata_b,M,A
b08_h031_11_strata_c,M,A
b08_h031_12_strata_a,M,A
b08_h031_12_strata_b,M,A
b08_h031_12_strata_c,M,A
b08_h031_13_strata_a,M,A
b08_h031_13_strata_b,M,A
b08_h031_13_strata_c,M,A
b08_h031_14_strata_a,M,A
b08_h031_14_strata_b,M,A
b08_h031_14_strata_c,M,A
b08_h031_14_strata_d,M,A
b08_h031_15_strata_a,M,A
b08_h031_15_strata_b,M,A
b08_h031_15_strata_c,M,A
b08_h031_15_strata_d,M,A
b08_h031_15_strata_e,M,A
b08_h031_16_strata_a,M,A
b08_h031_16_strata_b,M,A
b08_h031_16_strata_c,MR,A
b08_h031_16_strata_d,MR,A
b08_h031_16_strata_e,MR,A
b08_h031_17_strata_a,M,A
b08_h031_17_strata_b,M,A
b08_h031_17_strata_c,MR,A
b08_h031_17_strata_d,MR,A
b08_h031_17_strata_e,MR,A
b08_h031_18_strata_a,M,A
b08_h031_18_strata_b,MR,A
b08_h031_18_strata_c,MR,A
b08_h031_18_strata_d,MR,A
b08_h031_18_strata_e,MR,A
b08_h032_01_strata_a,MO,S
b08_h032_01_strata_b,MO,S
b08_h032_01_strata_c,MO,S
b08_h032_02_strata_a,MO,S
b08_h032_02_strata_b,MO,S
b08_h032_02_strata_c,MO,S
b08_h032_03_strata_a,MO,S
b08_h032_03_strata_b,MO,S
b08_h032_03_strata_c,MOR,S
b08_h032_04_strata_a,MO,S
b08_h032_04_strata_b,MO,S
b08_h032_04_strata_c,MO,S
b08_h032_05_strata_a,MO,S
b08_h032_05_strata_b,MO,S
b08_h032_05_strata_c,MO,S
b08_h032_06_strata_a,MO,S
b08_h032_06_strata_b,MO,S
b08_h032_06_strata_c,MO,S
b08_h032_07_strata_a,MO,S
b08_h032_07_strata_b,MO,S
b08_h032_07_strata_c,MO,S
b08_h032_08_strata_a,MO,S
b08_h032_08_strata_b,MO,S
b08_h032_08_strata_c,MO,S
b08_h032_09_strata_a,MO,S
b08_h032_09_strata_b,MO,S
b08_h032_09_strata_c,MO,S
b08_h032_10_strata_a,MO,S
b08_h032_10_strata_b,MO,S
b08_h032_10_strata_c,MO,S
b08_h032_11_strata_a,MO,S
b08_h032_11_strata_b,MO,S
b08_h032_11_strata_c,MO,S
b08_h032_12_strata_a,MO,S
b08_h032_12_strata_b,MO,S
b08_h032_12_strata_c,MO,S
b08_h032_13_strata_a,MOR,S
b08_h032_13_strata_b,MOR,S
b08_h032_13_strata_c,MO,S
b08_h032_14_strata_a,MO,S
b08_h032_14_strata_b,MO,S
b08_h032_14_strata_c,MO,S
b08_h032_15_strata_a,MO,S
b08_h032_15_strata_b,MO,S
b08_h032_15_strata_c,MO,S
b08_h032_16_strata_a,MO,S
b08_h032_16_strata_b,MO,S
b08_h032_16_strata_c,MO,S
b08_h032_17_strata_a,MO,S
b08_h032_17_strata_b,MO,S
b08_h032_17_strata_c,MO,S
b08_h032_18_strata_a,MO,S
b08_h032_18_strata_b,MOR,S
b08_h032_18_strata_c,MO,S
b08_h032_19_strata_a,MO,S
b08_h032_19_strata_b,MO,S
b08_h032_19_strata_c,MO,S
b08_h032_20_strata_a,MO,S
b08_h032_20_strata_b,MO,S
b08_h032_20_strata_c,MO,S
b08_h032_21_strata_a,MO,S
b08_h032_21_strata_b,MO,S
b08_h032_21_strata_c,MO,S
b08_h032_22_strata_a,MO,S
b08_h032_22_strata_b,MO,S
b08_h032_22_strata_c,MO,S
b08_h032_23_strata_a,MO,S
b08_h032_23_strata_b,MO,S
b08_h032_23_strata_c,MOR,S
b08_h032_24_strata_a,MO,S
b08_h032_24_strata_b,MO,S
b08_h032_24_strata_c,MO,S
b08_h032_25_strata_a,MO,S
b08_h032_25_strata_b,MO,S
b08_h032_25_strata_c,MO,S
b08_h032_26_strata_a,MO,S
b08_h032_26_strata_b,MO,S
b08_h032_26_strata_c,MO,S
b08_h032_27_strata_a,MO,S
b08_h032_27_strata_b,MO,S
b08_h032_27_strata_c,MOR,S
b08_h032_28_strata_a,MO,S
b08_h032_28_strata_b,MO,S
b08_h032_28_strata_c,MO,S
b08_h032_29_strata_a,MOR,S
b08_h032_29_strata_b,MO,S
b08_h032_29_strata_c,MO,S
b08_h032_30_strata_a,MOR,S
b08_h032_30_strata_b,MOR,S
b08_h032_30_strata_c,MOR,S
b08_h033_01_strata_a,M,S
b08_h033_01_strata_b,M,S
b08_h033_01_strata_c,M,S
b08_h033_01_strata_d,M,S
b08_h033_02_strata_a,M,S
b08_h033_02_strata_b,M,S
b08_h033_02_strata_c,M,S
b08_h033_02_strata_d,M,S
b08_h033_03_strata_a,M,S
b08_h033_03_strata_b,M,S
b08_h033_03_strata_c,M,S
b08_h033_03_strata_d,M,S
b08_h033_04_strata_a,M,S
b08_h033_04_strata_b,M,S
b08_h033_04_strata_c,M,S
b08_h033_04_strata_d,M,S
