,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word
2611,Q007596.2.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,Q007596,2,1
2612,Q007596.2.2,Tammaritu[king of Elam]RN,{m}tam-ma-ri]-⸢tu₂⸣,Tammaritu,Tammaritu,king of Elam,RN,"['𒁹', '𒌓', '𒈠', '𒊑', '𒌓']",𒁹𒌓𒈠𒊑𒌓,{[m]}[tam-ma-ri]-⸢tu₂⸣,"['missing', 'missing', 'missing', 'missing', 'damaged']",0.9,RN,Q007596,2,2
2613,Q007596.2.3,šar[king]N,MAN,šar,šarru,king,N,['𒎙'],𒎙,MAN,['complete'],0.0,,Q007596,2,3
2614,Q007596.2.4,Elamti[Elam]GN,{kur}ELAM.MA{ki},Elamti,Elamtu,Elam,GN,"['𒆳', '𒉏', '𒈠', '𒆠']",𒆳𒉏𒈠𒆠,{KUR}ELAM.MA{KI},"['complete', 'complete', 'complete', 'complete']",0.0,GN,Q007596,2,4
2615,Q007596.3.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,Q007596,3,1
2616,Q007596.3.2,Elamti[Elam]GN,{kur]}⸢ELAM⸣.MA{ki},Elamti,Elamtu,Elam,GN,"['𒆳', '𒉏', '𒈠', '𒆠']",𒆳𒉏𒈠𒆠,{[KUR]}⸢ELAM⸣.MA{KI},"['missing', 'damaged', 'complete', 'complete']",0.38,GN,Q007596,3,2
2617,Q007596.3.3,X,x,,,,X,['x'],x,x,['complete'],0.0,,Q007596,3,3
2618,Q007596.4.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,Q007596,4,1
2619,Q007596.4.2,tašlīšāni[third man (of a chariot crew)]N,{lu₂}3.⸢U₅⸣.MEŠ,tašlīšāni,tašlīšu,third man (of a chariot crew),N,"['𒇽', '𒐈', 'U₅', '𒎌']",𒇽𒐈U₅𒎌,{[LU₂]}[3].⸢U₅⸣.MEŠ,"['missing', 'missing', 'damaged', 'complete']",0.62,,Q007596,4,2
2620,Q007596.4.3,ša[that]REL,{lu₂}ša₂,ša,ša,that,REL,"['𒇽', '𒃻']",𒇽𒃻,{LU₂}ša₂,"['complete', 'complete']",0.0,,Q007596,4,3
2621,Q007596.4.4,pēthallī[cavalry]N,pet₂-hal.MEŠ,pēthallī,pēthallu,cavalry,N,"['𒁁', '𒄬', '𒎌']",𒁁𒄬𒎌,pet₂-hal.MEŠ,"['complete', 'complete', 'complete']",0.0,,Q007596,4,4
2622,Q007596.4.5,ṣābī[troops]N,{lu₂}ERIM.MEŠ,ṣābī,ṣābu,troops,N,"['𒇽', '𒂟', '𒎌']",𒇽𒂟𒎌,{LU₂}ERIM.MEŠ,"['complete', 'complete', 'complete']",0.0,,Q007596,4,5
