,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word
24807,Q009279.2.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q009279,2,1
24808,Q009279.2.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q009279,2,2
24809,Q009279.2.3,x,⸢A⸣,,,,,['𒀀'],𒀀,⸢A⸣,['damaged'],0.5,,Q009279,2,3
24810,Q009279.2.4,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q009279,2,4
24811,Q009279.2.5,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q009279,2,5
24812,Q009279.3.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q009279,3,1
24813,Q009279.3.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q009279,3,2
24814,Q009279.3.3,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,Q009279,3,3
24815,Q009279.3.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q009279,3,4
24816,Q009279.4.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q009279,4,1
24817,Q009279.4.2,šar[king]N,LUGAL,šar,šarru,king,N,['𒈗'],𒈗,LUGAL,['complete'],0.0,,Q009279,4,2
24818,Q009279.4.3,Elamti[Elam]GN,{kur}⸢ELAM⸣.[(MA){ki},Elamti,Elamtu,Elam,GN,"['𒆳', '𒉏', '𒈠', '𒆠']",𒆳𒉏𒈠𒆠,{KUR}⸢ELAM⸣.[MA]{[KI]},"['complete', 'damaged', 'missing', 'missing']",0.62,GN,Q009279,4,3
24819,Q009279.4.4,u,...],,,,u,['x'],x,[x],['missing'],1.0,,Q009279,4,4
24820,Q009279.5.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q009279,5,1
24821,Q009279.5.2,ušēṣâmma[go out]V,u₂-še-⸢ṣa⸣-[am-ma,ušēṣâmma,waṣû,go out,V,"['𒌑', '𒊺', '𒍝', '𒄠', '𒈠']",𒌑𒊺𒍝𒄠𒈠,u₂-še-⸢ṣa⸣-[am-ma],"['complete', 'complete', 'damaged', 'missing', 'missing']",0.5,,Q009279,5,2
24822,Q009279.5.3,u,...],,,,u,['x'],x,[x],['missing'],1.0,,Q009279,5,3
24823,Q009279.6.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q009279,6,1
24824,Q009279.6.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q009279,6,2
24825,Q009279.6.3,u,(x),,,,u,['x'],x,x,['complete'],0.0,,Q009279,6,3
24826,Q009279.6.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q009279,6,4
