,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word
55340,Q007586.3.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007586,3,1
55341,Q007586.3.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007586,3,2
55342,Q007586.3.3,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007586,3,3
55343,Q007586.4.1,imṣû[achieve]V,[im-ṣu-u],imṣû,maṣû,achieve,V,"['𒅎', '𒍮', '𒌋']",𒅎𒍮𒌋,[im-ṣu-u],"['missing', 'missing', 'missing']",1.0,,Q007586,4,1
55344,Q007586.4.2,mala[as much as]'REL,ma-la,mala,mala,as much as,PRP,"['𒈠', '𒆷']",𒈠𒆷,ma-la,"['complete', 'complete']",0.0,,Q007586,4,2
55345,Q007586.4.3,libbišu[heart]N,⸢lib₃⸣-[bi-šu₂,libbišu,libbu,heart,N,"['𒊮', '𒁉', '𒋙']",𒊮𒁉𒋙,⸢lib₃⸣-[bi-šu₂],"['damaged', 'missing', 'missing']",0.83,,Q007586,4,3
55346,Q007586.4.4,Tammaritu[king of Elam]RN,{m}tam-ma-ri-tu₂,Tammaritu,Tammaritu,king of Elam,RN,"['𒁹', '𒌓', '𒈠', '𒊑', '𒌓']",𒁹𒌓𒈠𒊑𒌓,{[m]}[tam-ma-ri-tu₂],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,RN,Q007586,4,4
55347,Q007586.4.5,šar[king]N,MAN,šar,šarru,king,N,['𒎙'],𒎙,[MAN],['missing'],1.0,,Q007586,4,5
55348,Q007586.4.6,Elamti[Elam]GN,{kur}ELAM.MA{ki]},Elamti,Elamtu,Elam,GN,"['𒆳', '𒉏', '𒈠', '𒆠']",𒆳𒉏𒈠𒆠,{[KUR]}[ELAM].[MA]{[KI]},"['missing', 'missing', 'missing', 'missing']",1.0,GN,Q007586,4,6
55349,Q007586.5.1,ana[to]PRP,[a]-⸢na⸣,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a]-⸢na⸣,"['missing', 'damaged']",0.75,,Q007586,5,1
55350,Q007586.5.2,kitri[help]N,kit-ri,kitri,kitru,help,N,"['𒆤', '𒊑']",𒆤𒊑,kit-ri,"['complete', 'complete']",0.0,,Q007586,5,2
