,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word
16450,Q007619.2.1,ana[for]PRP,[a-na,ana,ana,for,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,Q007619,2,1
16451,Q007619.2.2,Nusku[1]DN,{d}nusku,Nusku,Nusku,1,DN,"['𒀭', '𒉺𒌆']",𒀭𒉺𒌆,{[d]}[nusku],"['missing', 'missing']",1.0,DN,Q007619,2,2
16452,Q007619.2.3,bēli[lord]N,EN,bēli,bēlu,lord,N,['𒂗'],𒂗,[EN],['missing'],1.0,,Q007619,2,3
16453,Q007619.2.4,šurbê[very great]AJ,šur-be₂-e],šurbê,šurbû,very great,AJ,"['𒋩', '𒁉', '𒂊']",𒋩𒁉𒂊,[šur-be₂-e],"['missing', 'missing', 'missing']",1.0,,Q007619,2,4
16454,Q007619.2.5,dayyāni[judge]N,⸢da⸣-a-a-ni,dayyāni,dayyānu,judge,N,"['𒁕', '𒀀', '𒀀', '𒉌']",𒁕𒀀𒀀𒉌,⸢da⸣-a-a-ni,"['damaged', 'complete', 'complete', 'complete']",0.12,,Q007619,2,5
16455,Q007619.2.6,ṣīri[exalted]AJ,ṣi-i-⸢ri⸣,ṣīri,ṣīru,exalted,AJ,"['𒍢', '𒄿', '𒊑']",𒍢𒄿𒊑,ṣi-i-⸢ri⸣,"['complete', 'complete', 'damaged']",0.17,,Q007619,2,6
16456,Q007619.2.7,pāqid[carer]N,pa-qid,pāqid,pāqidu,carer,N,"['𒉺', '𒆤']",𒉺𒆤,pa-qid,"['complete', 'complete']",0.0,,Q007619,2,7
16457,Q007619.2.8,nindabê[(food) offering]N,⸢NIDBA⸣.[MEŠ,nindabê,nindabû,(food) offering,N,"['𒉻𒀭𒈹', '𒎌']",𒉻𒀭𒈹𒎌,⸢NIDBA⸣.[MEŠ],"['damaged', 'missing']",0.75,,Q007619,2,8
16458,Q007619.2.9,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,[ša₂],['missing'],1.0,,Q007619,2,9
16459,Q007619.2.10,kal[all]N,DU₃,kal,kalû,all,N,['𒆕'],𒆕,[DU₃],['missing'],1.0,,Q007619,2,10
16460,Q007619.2.11,Igigi[1]DN,{(d}i₂-gi₃-gi₃,Igigi,Igigi,1,DN,"['𒀭', '𒐊', '𒁹', '𒁹']",𒀭𒐊𒁹𒁹,{[d]}[i₂-gi₃-gi₃],"['missing', 'missing', 'missing', 'missing']",1.0,DN,Q007619,2,11
16461,Q007619.2.12,u[and]CNJ,u),u,u,and,CNJ,['𒌋'],𒌋,[u],['missing'],1.0,,Q007619,2,12
16462,Q007619.2.13,Anunnaki[1]DN,{d}GEŠ₂.U,Anunnaki,Anunnaku,1,DN,"['𒀭', '𒐕', '𒌋']",𒀭𒐕𒌋,{[d]}[GEŠ₂].[U],"['missing', 'missing', 'missing']",1.0,DN,Q007619,2,13
16463,Q007619.2.14,mumaʾʾer[commander]N,mu-ma-ʾe-er,mumaʾʾer,mumaʾʾeru,commander,N,"['𒈬', '𒈠', '𒀪', '𒅕']",𒈬𒈠𒀪𒅕,[mu-ma-ʾe-er],"['missing', 'missing', 'missing', 'missing']",1.0,,Q007619,2,14
16464,Q007619.2.15,Ekur[1]TN,e₂-kur],Ekur,Ekur,1,TN,"['𒂍', '𒆳']",𒂍𒆳,[e₂-kur],"['missing', 'missing']",1.0,,Q007619,2,15
16465,Q007619.3.1,nūru[light]N,[ZALAG₂,nūr,nūru,light,N,['𒂟'],𒂟,[ZALAG₂],['missing'],1.0,,Q007619,3,1
16466,Q007619.3.2,namru[bright]AJ,nam-ru,namru,nawru,bright,AJ,"['𒉆', '𒊒']",𒉆𒊒,[nam-ru],"['missing', 'missing']",1.0,,Q007619,3,2
16467,Q007619.3.3,munammir[brightening]N,mu-nam-mir,munammir,munawwiru,brightening,N,"['𒈬', '𒉆', '𒂇']",𒈬𒉆𒂇,[mu-nam-mir],"['missing', 'missing', 'missing']",1.0,,Q007619,3,3
16468,Q007619.3.4,mušīti[night(-time)]N,mu-ši-ti],mušīti,mušītu,night(-time),N,"['𒈬', '𒅆', '𒋾']",𒈬𒅆𒋾,[mu-ši-ti],"['missing', 'missing', 'missing']",1.0,,Q007619,3,4
16469,Q007619.3.5,gīru[fire]N,{d}GIBIL₆,gīri,gīru,fire,N,"['𒀭', '𒉈𒄀']",𒀭𒉈𒄀,{d}GIBIL₆,"['complete', 'complete']",0.0,,Q007619,3,5
16470,Q007619.3.6,gašru[very strong]AJ,ga-aš₂-ru,gašru,gašru,very strong,AJ,"['𒂵', '𒀾', '𒊒']",𒂵𒀾𒊒,ga-aš₂-ru,"['complete', 'complete', 'complete']",0.0,,Q007619,3,6
16471,Q007619.3.7,tappê[partner]N,[tap-pe-e,tappê,tappû,partner,N,"['𒋰', '𒉿', '𒂊']",𒋰𒉿𒂊,[tap-pe-e],"['missing', 'missing', 'missing']",1.0,,Q007619,3,7
16472,Q007619.3.8,Šamaš[1]DN,{d}UTU,Šamaš,Šamaš,1,DN,"['𒀭', '𒌓']",𒀭𒌓,{[d]}[UTU],"['missing', 'missing']",1.0,DN,Q007619,3,8
16473,Q007619.3.9,dayyāni[judge]N,da-a-a-ni],dayyāni,dayyānu,judge,N,"['𒁕', '𒀀', '𒀀', '𒉌']",𒁕𒀀𒀀𒉌,[da-a-a-ni],"['missing', 'missing', 'missing', 'missing']",1.0,,Q007619,3,9
16474,Q007619.4.1,ilu[god]N,[DINGIR,ilu,ilu,god,N,['𒀭'],𒀭,[DINGIR],['missing'],1.0,,Q007619,4,1
16475,Q007619.4.2,ellu[pure]AJ,KU₃,ellu,ellu,pure,AJ,['𒆬'],𒆬,[KU₃],['missing'],1.0,,Q007619,4,2
16476,Q007619.4.3,mullil[purifier]N,mul-lil],mullil,mullilu,purifier,N,"['𒀯', '𒇸']",𒀯𒇸,[mul-lil],"['missing', 'missing']",1.0,,Q007619,4,3
16477,Q007619.4.4,ili[god]N,⸢DINGIR⸣,ili,ilu,god,N,['𒀭'],𒀭,⸢DINGIR⸣,['damaged'],0.5,,Q007619,4,4
16478,Q007619.4.5,u[and]CNJ,u,u,u,and,CNJ,['𒌋'],𒌋,u,['complete'],0.0,,Q007619,4,5
16479,Q007619.4.6,amēli[man]N,LU₂,amēli,awīlu,man,N,['𒇽'],𒇽,LU₂,['complete'],0.0,,Q007619,4,6
16480,Q007619.4.7,munammir[brightening]N,mu-nam-mir,munammir,munawwiru,brightening,N,"['𒈬', '𒉆', '𒂇']",𒈬𒉆𒂇,mu-nam-mir,"['complete', 'complete', 'complete']",0.0,,Q007619,4,7
16481,Q007619.4.8,eṭûti[darkness]N,e-ṭu-ti,eṭûti,eṭûtu,darkness,N,"['𒂊', '𒂅', '𒋾']",𒂊𒂅𒋾,e-ṭu-ti,"['complete', 'complete', 'complete']",0.0,,Q007619,4,8
16482,Q007619.4.9,ša[who]REL,ša₂,ša,ša,who,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,,Q007619,4,9
16483,Q007619.4.10,kīma[like]PRP,ki-ma,kīma,kīma,like,PRP,"['𒆠', '𒈠']",𒆠𒈠,ki-ma,"['complete', 'complete']",0.0,,Q007619,4,10
16484,Q007619.4.11,šamši[sun]N,{⸢d⸣}[UTU-ši,šamši,šamšu,sun,N,"['𒀭', '𒌓', '𒅆']",𒀭𒌓𒅆,{⸢d⸣}[UTU-ši],"['damaged', 'missing', 'missing']",0.83,,Q007619,4,11
16485,Q007619.4.12,unammaru[make bright]V,u₂-nam-ma-ru,unammaru,nawāru,make bright,V,"['𒌑', '𒉆', '𒈠', '𒊒']",𒌑𒉆𒈠𒊒,[u₂-nam-ma-ru],"['missing', 'missing', 'missing', 'missing']",1.0,,Q007619,4,12
16486,Q007619.4.13,ekletu[darkness]N,ek-le-tu₂],ekletu,ekletu,darkness,N,"['𒅅', '𒇷', '𒌓']",𒅅𒇷𒌓,[ek-le-tu₂],"['missing', 'missing', 'missing']",1.0,,Q007619,4,13
16487,Q007619.5.1,Nusku[1]DN,{[d}nusku,Nusku,Nusku,1,DN,"['𒀭', '𒉺𒌆']",𒀭𒉺𒌆,{[d]}[nusku],"['missing', 'missing']",1.0,DN,Q007619,5,1
16488,Q007619.5.2,šurbû[very great]AJ,šur-bu]-⸢u⸣,šurbû,šurbû,very great,AJ,"['𒋩', '𒁍', '𒌋']",𒋩𒁍𒌋,[šur-bu]-⸢u⸣,"['missing', 'missing', 'damaged']",0.83,,Q007619,5,2
16489,Q007619.5.3,ilu[god]N,DINGIR,ilu,ilu,god,N,['𒀭'],𒀭,DINGIR,['complete'],0.0,,Q007619,5,3
16490,Q007619.5.4,qardu[valiant]AJ,⸢qar⸣-du,qardu,qardu,valiant,AJ,"['𒃼', '𒁺']",𒃼𒁺,⸢qar⸣-du,"['damaged', 'complete']",0.25,,Q007619,5,4
16491,Q007619.5.5,qāmû[one who burns]N,qa-mu-u₂,qāmû,qāmû,one who burns,N,"['𒋡', '𒈬', '𒌑']",𒋡𒈬𒌑,qa-mu-u₂,"['complete', 'complete', 'complete']",0.0,,Q007619,5,5
16492,Q007619.5.6,lemnūti[evil doer]N,HUL.MEŠ,lemnūti,lemnu,evil doer,N,"['𒅆𒌨', '𒎌']",𒅆𒌨𒎌,HUL.MEŠ,"['complete', 'complete']",0.0,,Q007619,5,6
16493,Q007619.5.7,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,Q007619,5,7
16494,Q007619.5.8,māti[land]N,KUR,māti,mātu,land,N,['𒆳'],𒆳,KUR,['complete'],0.0,,Q007619,5,8
16495,Q007619.5.9,lā[not]MOD,la,lā,lā,not,MOD,['𒆷'],𒆷,la,['complete'],0.0,,Q007619,5,9
16496,Q007619.5.10,māgire[submissive one]N,ma-gi-re,māgire,māgiru,submissive one,N,"['𒈠', '𒄀', '𒊑']",𒈠𒄀𒊑,ma-gi-re,"['complete', 'complete', 'complete']",0.0,,Q007619,5,10
16497,Q007619.5.11,uhammaṭū[burn up]V,⸢u₂⸣-[ha-am-ma-ṭu,uhammaṭū,hamāṭu,burn up,V,"['𒌑', '𒄩', '𒄠', '𒈠', '𒂅']",𒌑𒄩𒄠𒈠𒂅,⸢u₂⸣-[ha-am-ma-ṭu],"['damaged', 'missing', 'missing', 'missing', 'missing']",0.9,,Q007619,5,11
16498,Q007619.5.12,nablūšu[flash of fire]N,nab-lu-šu],nablūšu,nablu,flash of fire,N,"['𒀮', '𒇻', '𒋗']",𒀮𒇻𒋗,[nab-lu-šu],"['missing', 'missing', 'missing']",1.0,,Q007619,5,12
16499,Q007619.6.1,mušērib[one who brings in]N,[mu-še-rib,mušērib,mušēribu,one who brings in,N,"['𒈬', '𒊺', '𒆗']",𒈬𒊺𒆗,[mu-še-rib],"['missing', 'missing', 'missing']",1.0,,Q007619,6,1
16500,Q007619.6.2,ûrti[command]N,ur]-⸢ti⸣,ûrti,wuʾʾurtu,command,N,"['𒌨', '𒋾']",𒌨𒋾,[ur]-⸢ti⸣,"['missing', 'damaged']",0.75,,Q007619,6,2
16501,Q007619.6.3,u[and]CNJ,u,u,u,and,CNJ,['𒌋'],𒌋,u,['complete'],0.0,,Q007619,6,3
16502,Q007619.6.4,ṭēme[decision]N,⸢ṭe₃-e⸣-me,ṭēme,ṭēmu,decision,N,"['𒉈', '𒂊', '𒈨']",𒉈𒂊𒈨,⸢ṭe₃-e⸣-me,"['damaged', 'damaged', 'complete']",0.33,,Q007619,6,4
16503,Q007619.6.5,pāqid[carer]N,pa-qid,pāqid,pāqidu,carer,N,"['𒉺', '𒆤']",𒉺𒆤,pa-qid,"['complete', 'complete']",0.0,,Q007619,6,5
16504,Q007619.6.6,Igigi[1]DN,{⸢d⸣}i₂-gi₃-gi₃,Igigi,Igigi,1,DN,"['𒀭', '𒐊', '𒁹', '𒁹']",𒀭𒐊𒁹𒁹,{⸢d⸣}i₂-gi₃-gi₃,"['damaged', 'complete', 'complete', 'complete']",0.12,DN,Q007619,6,6
16505,Q007619.6.7,u[and]CNJ,u,u,u,and,CNJ,['𒌋'],𒌋,u,['complete'],0.0,,Q007619,6,7
16506,Q007619.6.8,Anunnaki[1]DN,{d}⸢a⸣-nun-na-⸢ki⸣,Anunnaki,Anunnaku,1,DN,"['𒀭', '𒀀', '𒉣', '𒈾', '𒆠']",𒀭𒀀𒉣𒈾𒆠,{d}⸢a⸣-nun-na-⸢ki⸣,"['complete', 'damaged', 'complete', 'complete', 'damaged']",0.2,DN,Q007619,6,8
16507,Q007619.6.9,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,Q007619,6,9
16508,Q007619.6.10,têrēti[instruction]N,te-re-e-ti],têrēti,têrtu,instruction,N,"['𒋼', '𒊑', '𒂊', '𒋾']",𒋼𒊑𒂊𒋾,[te-re-e-ti],"['missing', 'missing', 'missing', 'missing']",1.0,,Q007619,6,10
16509,Q007619.7.1,nādin[giver]N,[na-din,nādin,nādinu,giver,N,"['𒈾', '𒁷']",𒈾𒁷,[na-din],"['missing', 'missing']",1.0,,Q007619,7,1
16510,Q007619.7.2,surqinnī[strewn offering]N,sur-qi]-in-ni,surqinnī,surqēnu,strewn offering,N,"['𒋩', '𒆥', '𒅔', '𒉌']",𒋩𒆥𒅔𒉌,[sur-qi]-in-ni,"['missing', 'missing', 'complete', 'complete']",0.5,,Q007619,7,2
16511,Q007619.7.3,mušahmiṭ[one who sends quickly]N,mu-⸢šah⸣-miṭ,mušahmiṭ,mušahmiṭu,one who sends quickly,N,"['𒈬', '𒋚', '𒁁']",𒈬𒋚𒁁,mu-⸢šah⸣-miṭ,"['complete', 'damaged', 'complete']",0.17,,Q007619,7,3
16512,Q007619.7.4,taklīme[(a food-offering)]N,tak-li-me,taklīme,taklīmu,(a food-offering),N,"['𒋳', '𒇷', '𒈨']",𒋳𒇷𒈨,tak-li-me,"['complete', 'complete', 'complete']",0.0,,Q007619,7,4
16513,Q007619.7.5,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,Q007619,7,5
16514,Q007619.7.6,ilāni[god]N,DINGIR.MEŠ,ilāni,ilu,god,N,"['𒀭', '𒎌']",𒀭𒎌,DINGIR.MEŠ,"['complete', 'complete']",0.0,,Q007619,7,6
16515,Q007619.7.7,rabûti[great]AJ,GAL.MEŠ,rabûti,rabû,great,AJ,"['𒃲', '𒎌']",𒃲𒎌,GAL.MEŠ,"['complete', 'complete']",0.0,,Q007619,7,7
16516,Q007619.7.8,X,⸢UZ⸣,,,,X,['𒊻'],𒊻,⸢UZ⸣,['damaged'],0.5,,Q007619,7,8
16517,Q007619.7.9,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,Q007619,7,9
16518,Q007619.7.10,abbīšu[father]N,AD.MEŠ-šu₂],abbīšu,abu,father,N,"['𒀜', '𒎌', '𒋙']",𒀜𒎌𒋙,[AD].[MEŠ-šu₂],"['missing', 'missing', 'missing']",1.0,,Q007619,7,10
16519,Q007619.8.1,apil[heir]N,[IBILA,apil,aplu,heir,N,['𒌉𒍑'],𒌉𒍑,[IBILA],['missing'],1.0,,Q007619,8,1
16520,Q007619.8.2,Ekur[1]TN,e₂]-kur,Ekur,Ekur,1,TN,"['𒂍', '𒆳']",𒂍𒆳,[e₂]-kur,"['missing', 'complete']",0.5,,Q007619,8,2
16521,Q007619.8.3,šurbû[very great]AJ,šur-bu-⸢u₂⸣,šurbû,šurbû,very great,AJ,"['𒋩', '𒁍', '𒌑']",𒋩𒁍𒌑,šur-bu-⸢u₂⸣,"['complete', 'complete', 'damaged']",0.17,,Q007619,8,3
16522,Q007619.8.4,ša[who]REL,ša₂,ša,ša,who,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,,Q007619,8,4
16523,Q007619.8.5,kīma[like]PRP,ki-ma,kīma,kīma,like,PRP,"['𒆠', '𒈠']",𒆠𒈠,ki-ma,"['complete', 'complete']",0.0,,Q007619,8,5
16524,Q007619.8.6,Nannari[1]DN,{d}ŠEŠ.KI-⸢ri⸣,Nannari,Nannaru,1,DN,"['𒀭', '𒋀', '𒆠', '𒊑']",𒀭𒋀𒆠𒊑,{d}ŠEŠ.KI-⸢ri⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,DN,Q007619,8,6
16525,Q007619.8.7,purussê[(legal) decision]N,EŠ.BAR,purussê,purussû,(legal) decision,N,"['𒌍', '𒁇']",𒌍𒁇,EŠ.BAR,"['complete', 'complete']",0.0,,Q007619,8,7
16526,Q007619.8.8,ālāni[city]N,URU.URU,ālāni,ālu,city,N,"['𒌷', '𒌷']",𒌷𒌷,URU.URU,"['complete', 'complete']",0.0,,Q007619,8,8
16527,Q007619.8.9,iparrasu[decide]V,i-par-⸢ra⸣-[su,iparrasu,parāsu,decide,V,"['𒄿', '𒌓', '𒊏', '𒋢']",𒄿𒌓𒊏𒋢,i-par-⸢ra⸣-[su],"['complete', 'complete', 'damaged', 'missing']",0.38,,Q007619,8,9
16528,Q007619.8.10,ušāpû[make manifest]V,u₂-ša₂-pu-u,ušāpû,wapû,make manifest,V,"['𒌑', '𒃻', '𒁍', '𒌋']",𒌑𒃻𒁍𒌋,[u₂-ša₂-pu-u],"['missing', 'missing', 'missing', 'missing']",1.0,,Q007619,8,10
16529,Q007619.8.11,kināti[truth]N,ki-na-a-ti],kināti,kittu,truth,N,"['𒆠', '𒈾', '𒀀', '𒋾']",𒆠𒈾𒀀𒋾,[ki-na-a-ti],"['missing', 'missing', 'missing', 'missing']",1.0,,Q007619,8,11
16530,Q007619.9.1,muttabbil[servant]N,[mut-tab-bil],muttabbil,muttabbilu,servant,N,"['𒄷𒄭', '𒋰', '𒉈']",𒄷𒄭𒋰𒉈,[mut-tab-bil],"['missing', 'missing', 'missing']",1.0,,Q007619,9,1
16531,Q007619.9.2,paraṣ[divine office]N,⸢pa⸣-ra-⸢aṣ,paraṣ,parṣu,divine office,N,"['𒉺', '𒊏', '𒊍']",𒉺𒊏𒊍,⸢pa⸣-ra-⸢aṣ⸣,"['damaged', 'complete', 'damaged']",0.33,,Q007619,9,2
16532,Q007619.9.3,Ellilūti[power of Enlil]N,{d}EN.LIL₂⸣-u₂-ti,Ellilūti,Ellilūtu,power of Enlil,N,"['𒀭', '𒂗', '𒆤', '𒌑', '𒋾']",𒀭𒂗𒆤𒌑𒋾,{⸢d⸣}⸢EN⸣.⸢LIL₂⸣-u₂-ti,"['damaged', 'damaged', 'damaged', 'complete', 'complete']",0.3,,Q007619,9,3
16533,Q007619.9.4,nāṣir[guard]N,⸢na-ṣir⸣,nāṣir,nāṣiru,guard,N,"['𒈾', '𒈲']",𒈾𒈲,⸢na-ṣir⸣,"['damaged', 'damaged']",0.5,,Q007619,9,4
16534,Q007619.9.5,pirišti[secret]N,pi-riš-ti,pirišti,pirištu,secret,N,"['𒉿', '𒊕', '𒋾']",𒉿𒊕𒋾,pi-riš-ti,"['complete', 'complete', 'complete']",0.0,,Q007619,9,5
16535,Q007619.9.6,ša[who]REL,ša₂,ša,ša,who,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,,Q007619,9,6
16536,Q007619.9.7,ela[apart from]PRP,e-la,ela,ela,apart from,PRP,"['𒂊', '𒆷']",𒂊𒆷,e-la,"['complete', 'complete']",0.0,,Q007619,9,7
16537,Q007619.9.8,šâšu[him]IP,ša₂-⸢a⸣-[šu₂,šâšu,šâšu,him,IP,"['𒃻', '𒀀', '𒋙']",𒃻𒀀𒋙,ša₂-⸢a⸣-[šu₂],"['complete', 'damaged', 'missing']",0.5,,Q007619,9,8
16538,Q007619.9.9,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,Q007619,9,9
16539,Q007619.9.10,Ekur[1]TN,e₂-kur,Ekur,Ekur,1,TN,"['𒂍', '𒆳']",𒂍𒆳,[e₂-kur],"['missing', 'missing']",1.0,,Q007619,9,10
16540,Q007619.9.11,lā[not]MOD,la,lā,lā,not,MOD,['𒆷'],𒆷,[la],['missing'],1.0,,Q007619,9,11
16541,Q007619.9.12,iššakkanu[be established]V,iš-šak-ka-nu,iššakkanu,šakānu,be established,V,"['𒅖', '𒊕', '𒅗', '𒉡']",𒅖𒊕𒅗𒉡,[iš-šak-ka-nu],"['missing', 'missing', 'missing', 'missing']",1.0,,Q007619,9,12
16542,Q007619.9.13,šitūltu[discussion]N,ši-tul-tu₂],šitūltu,šitūltu,discussion,N,"['𒅆', '𒌋𒌆', '𒌓']",𒅆𒌋𒌆𒌓,[ši-tul-tu₂],"['missing', 'missing', 'missing']",1.0,,Q007619,9,13
