,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word
14772,Q007564.2.1,ana[for]PRP,a-na,ana,ana,for,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,Q007564,2,1
14773,Q007564.2.2,Dilbat[]DN,{⸢d}dil-bat⸣,Dilbat,Dilbat,1,DN,"['𒀭', '𒀸', '𒁁']",𒀭𒀸𒁁,{⸢d⸣}⸢dil-bat⸣,"['damaged', 'damaged', 'damaged']",0.5,DN,Q007564,2,2
14774,Q007564.2.3,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007564,2,3
14775,Q007564.2.4,namirtu[light]N,⸢na-mir⸣-tu,namirtu,nawiratu,light,N,"['𒈾', '𒂇', '𒌅']",𒈾𒂇𒌅,⸢na-mir⸣-tu,"['damaged', 'damaged', 'complete']",0.33,,Q007564,2,4
14776,Q007564.2.5,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,Q007564,2,5
14777,Q007564.2.6,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007564,2,6
14778,Q007564.2.7,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007564,2,7
14779,Q007564.3.1,ša[who]REL,⸢ša,ša,ša,who,REL,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,,Q007564,3,1
14780,Q007564.3.2,itti[with]PRP,it⸣-ti,itti,itti,with,PRP,"['𒀉', '𒋾']",𒀉𒋾,⸢it⸣-ti,"['damaged', 'complete']",0.25,,Q007564,3,2
14781,Q007564.3.3,"Haza-il[Hazael, king of the Arabs]RN",{m}ha-⸢za⸣-[DINGIR],Haza-il,Haza-il,"Hazael, king of the Arabs",RN,"['𒁹', '𒄩', '𒍝', '𒀭']",𒁹𒄩𒍝𒀭,{m}ha-⸢za⸣-[DINGIR],"['complete', 'complete', 'damaged', 'missing']",0.38,RN,Q007564,3,3
14782,Q007564.3.4,šar[king]N,⸢LUGAL,šar,šarru,king,N,['𒈗'],𒈗,⸢LUGAL⸣,['damaged'],0.5,,Q007564,3,4
14783,Q007564.3.5,Aribi[Arabia]GN,{kur⸣}a-ri-bi,Aribi,Arubu,Arabia,GN,"['𒆳', '𒀀', '𒊑', '𒁉']",𒆳𒀀𒊑𒁉,{⸢KUR⸣}a-ri-bi,"['damaged', 'complete', 'complete', 'complete']",0.12,GN,Q007564,3,5
14784,Q007564.3.6,tasbusu[be(come) angry]V,tas-bu-⸢su⸣,tasbusu,šabāsu,be(come) angry,V,"['𒌨', '𒁍', '𒋢']",𒌨𒁍𒋢,tas-bu-⸢su⸣,"['complete', 'complete', 'damaged']",0.17,,Q007564,3,6
14785,Q007564.3.7,u,[x,,,,u,['x'],x,[x],['missing'],1.0,,Q007564,3,7
14786,Q007564.3.8,u,x],,,,u,['x'],x,[x],['missing'],1.0,,Q007564,3,8
14787,Q007564.3.9,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007564,3,9
14788,Q007564.3.10,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007564,3,10
14789,Q007564.3.11,X,A₂,,,,X,['𒀉'],𒀉,A₂,['complete'],0.0,,Q007564,3,11
14790,Q007564.3.12,u,[x,,,,u,['x'],x,[x],['missing'],1.0,,Q007564,3,12
14791,Q007564.3.13,u,x,,,,u,['x'],x,[x],['missing'],1.0,,Q007564,3,13
14792,Q007564.3.14,u,(x)],,,,u,['x'],x,[x],['missing'],1.0,,Q007564,3,14
14793,Q007564.4.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,Q007564,4,1
14794,Q007564.4.2,qātī[hand]N,⸢ŠU⸣.II,qātī,qātu,hand,N,"['𒋗', '𒅀']",𒋗𒅀,⸢ŠU⸣.II,"['damaged', 'complete']",0.25,,Q007564,4,2
14795,Q007564.4.3,"Sin-ahhe-eriba[Sennacherib, king of Assyria]RN",{m}{d}30-PAP.MEŠ-SU,Sin-ahhe-eriba,Sin-ahhe-eriba,"Sennacherib, king of Assyria",RN,"['𒁹', '𒀭', '𒌍', '𒉽', '𒎌', '𒋢']",𒁹𒀭𒌍𒉽𒎌𒋢,{m}{d}30-PAP.MEŠ-SU,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,RN,Q007564,4,3
14796,Q007564.4.4,ab[father]N,AD,ab,abu,father,N,['𒀜'],𒀜,AD,['complete'],0.0,,Q007564,4,4
14797,Q007564.4.5,abi[father]N,AD,abi,abu,father,N,['𒀜'],𒀜,AD,['complete'],0.0,,Q007564,4,5
14798,Q007564.4.6,bānîya[creator]N,DU₃-ia,bānîya,bānû,creator,N,"['𒆕', '𒅀']",𒆕𒅀,DU₃-ia,"['complete', 'complete']",0.0,,Q007564,4,6
14799,Q007564.4.7,tamnušuma[deliver]V,tam-nu-⸢šu⸣-[ma],tamnušuma,manû,deliver,V,"['𒌓', '𒉡', '𒋗', '𒈠']",𒌓𒉡𒋗𒈠,tam-nu-⸢šu⸣-[ma],"['complete', 'complete', 'damaged', 'missing']",0.38,,Q007564,4,7
14800,Q007564.4.8,taškuna[conquer]V,⸢taš⸣-ku-na,taškuna,kašādu,conquer,V,"['𒌨', '𒆪', '𒈾']",𒌨𒆪𒈾,⸢taš⸣-ku-na,"['damaged', 'complete', 'complete']",0.17,,Q007564,4,8
14801,Q007564.4.9,dabdâšu[defeat]N,BAD₅.[BAD₅-šu₂],dabdâšu,dabdû,defeat,N,"['𒅆', '𒅆', '𒋙']",𒅆𒅆𒋙,BAD₅.[BAD₅-šu₂],"['complete', 'missing', 'missing']",0.67,,Q007564,4,9
14802,Q007564.5.1,lā[not]MOD,la,lā,lā,not,MOD,['𒆷'],𒆷,la,['complete'],0.0,,Q007564,5,1
14803,Q007564.5.2,ašābša[occupation]'N,a-ša₂-ab-ša₂,ašābša,wašābu,occupation,V,"['𒀀', '𒃻', '𒀊', '𒃻']",𒀀𒃻𒀊𒃻,a-ša₂-ab-ša₂,"['complete', 'complete', 'complete', 'complete']",0.0,,Q007564,5,2
14804,Q007564.5.3,itti[with]PRP,it-ti,itti,itti,with,PRP,"['𒀉', '𒋾']",𒀉𒋾,it-ti,"['complete', 'complete']",0.0,,Q007564,5,3
14805,Q007564.5.4,nišī[people]N,⸢UN.MEŠ⸣,nišī,nišu,people,N,"['𒌦', '𒎌']",𒌦𒎌,⸢UN⸣.⸢MEŠ⸣,"['damaged', 'damaged']",0.5,,Q007564,5,4
14806,Q007564.5.5,Aribi[Arabia]GN,{kur}a-ri-bi,Aribi,Arubu,Arabia,GN,"['𒆳', '𒀀', '𒊑', '𒁉']",𒆳𒀀𒊑𒁉,{KUR}a-ri-bi,"['complete', 'complete', 'complete', 'complete']",0.0,GN,Q007564,5,5
