,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word
12816,Q007554.2.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007554,2,1
12817,Q007554.2.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007554,2,2
12818,Q007554.2.3,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007554,2,3
12819,Q007554.3.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007554,3,1
12820,Q007554.3.2,u,x-u-a,,,,u,"['x', '𒌋', '𒀀']",x𒌋𒀀,x-u-a,"['complete', 'complete', 'complete']",0.0,,Q007554,3,2
12821,Q007554.4.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007554,4,1
12822,Q007554.4.2,u,x-šu₂-nu,,,,u,"['x', '𒋙', '𒉡']",x𒋙𒉡,x-šu₂-nu,"['complete', 'complete', 'complete']",0.0,,Q007554,4,2
12823,Q007554.5.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007554,5,1
12824,Q007554.5.2,Ša-pi-Bel[1]SN,{⸢uru⸣}ša₂-pi-i-{d}EN,Ša-pi-Bel,Ša-pi-Bel,1,SN,"['𒌷', '𒃻', '𒉿', '𒄿', '𒀭', '𒂗']",𒌷𒃻𒉿𒄿𒀭𒂗,{⸢URU⸣}ša₂-pi-i-{d}EN,"['damaged', 'complete', 'complete', 'complete', 'complete', 'complete']",0.08,,Q007554,5,2
12825,Q007554.6.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007554,6,1
12826,Q007554.6.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007554,6,2
12827,Q007554.6.3,x,GIŠ,,,,,['𒄑'],𒄑,GIŠ,['complete'],0.0,,Q007554,6,3
12828,Q007554.7.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007554,7,1
12829,Q007554.7.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007554,7,2
12830,Q007554.7.3,x,LIŠ,,,,,['𒇺'],𒇺,LIŠ,['complete'],0.0,,Q007554,7,3
12831,Q007554.8.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007554,8,1
12832,Q007554.8.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007554,8,2
12833,Q007554.8.3,x,KI,,,,,['𒆠'],𒆠,KI,['complete'],0.0,,Q007554,8,3
12834,Q007554.9.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007554,9,1
12835,Q007554.9.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007554,9,2
12836,Q007554.9.3,x,KI,,,,,['𒆠'],𒆠,KI,['complete'],0.0,,Q007554,9,3
12837,Q007554.10.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007554,10,1
12838,Q007554.10.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007554,10,2
12839,Q007554.10.3,x,KI,,,,,['𒆠'],𒆠,KI,['complete'],0.0,,Q007554,10,3
12840,Q007554.11.1,u,[...]-su,,,,u,"['x', '𒋢']",x𒋢,[x]su,"['missing', 'complete']",0.5,,Q007554,11,1
12841,Q007554.12.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,Q007554,12,1
12842,Q007554.12.2,Atta-metu[commander of archers of Ummanigaš II]PN,{m}at]-ta-me-tu,Atta-metu,Atta-metu,commander of archers of Ummanigaš II,PN,"['𒁹', '𒀜', '𒋫', '𒈨', '𒌅']",𒁹𒀜𒋫𒈨𒌅,{[m]}[at]-ta-me-tu,"['missing', 'missing', 'complete', 'complete', 'complete']",0.4,PN,Q007554,12,2
12843,Q007554.12.3,rab[chief]N,{lu₂}GAL,rab,rabû,chief,N,"['𒇽', '𒃲']",𒇽𒃲,{LU₂}GAL,"['complete', 'complete']",0.0,,Q007554,12,3
12844,Q007554.12.4,qašti[bow]N,{giš}PAN,qašti,qaštu,bow,N,"['𒄑', '𒉼']",𒄑𒉼,{GIŠ}PAN,"['complete', 'complete']",0.0,,Q007554,12,4
12845,Q007554.13.1,u,[...]-ti-šu₂,,,,u,"['x', '𒋾', '𒋙']",x𒋾𒋙,[x]ti-šu₂,"['missing', 'complete', 'complete']",0.33,,Q007554,13,1
12846,Q007554.14.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007554,14,1
12847,Q007554.14.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007554,14,2
