,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word
12599,Q007598.2.1,adi[to]PRP,[a-di,adi,adi,to,PRP,"['𒀀', '𒁲']",𒀀𒁲,[a-di],"['missing', 'missing']",1.0,,Q007598,2,1
12600,Q007598.2.2,adīni[hitherto]AV,a-di-ni,adīni,adīni,hitherto,AV,"['𒀀', '𒁲', '𒉌']",𒀀𒁲𒉌,[a-di-ni],"['missing', 'missing', 'missing']",1.0,,Q007598,2,2
12601,Q007598.2.3,abī[father]N,a]-⸢bi,abī,abu,father,N,"['𒀀', '𒁉']",𒀀𒁉,[a]-⸢bi⸣,"['missing', 'damaged']",0.75,,Q007598,2,3
12602,Q007598.2.4,lā[not]MOD,la,lā,lā,not,MOD,['𒆷'],𒆷,⸢la⸣,['damaged'],0.5,,Q007598,2,4
12603,Q007598.2.5,immalladu[be created]V,im-ma-al-la⸣-[du],immalladu,walādu,be created,V,"['𒅎', '𒈠', '𒀠', '𒆷', '𒁺']",𒅎𒈠𒀠𒆷𒁺,⸢im-ma-al-la⸣-[du],"['damaged', 'damaged', 'damaged', 'damaged', 'missing']",0.6,,Q007598,2,5
12604,Q007598.3.1,ummu[mother]N$ummī,[um-mi₃,ummī,ummu,mother,N,"['𒌝', '𒈨']",𒌝𒈨,[um-mi₃],"['missing', 'missing']",1.0,,Q007598,3,1
12605,Q007598.3.2,wālittu[one who gives birth]N$ālitti,a-lit]-ti,ālitti,wālittu,one who gives birth,N,"['𒀀', '𒀖', '𒋾']",𒀀𒀖𒋾,[a-lit]-ti,"['missing', 'missing', 'complete']",0.67,,Q007598,3,2
12606,Q007598.3.3,lā[not]MOD,⸢la,lā,lā,not,MOD,['𒆷'],𒆷,⸢la⸣,['damaged'],0.5,,Q007598,3,3
12607,Q007598.3.4,banû[created]AJ$banâta,ba⸣-na-a-ta,banâta,banû,created,AJ,"['𒁀', '𒈾', '𒀀', '𒋫']",𒁀𒈾𒀀𒋫,⸢ba⸣-na-a-ta,"['damaged', 'complete', 'complete', 'complete']",0.12,,Q007598,3,4
12608,Q007598.3.5,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,Q007598,3,5
12609,Q007598.3.6,libbi[interior]N,lib₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,lib₃-bi,"['complete', 'complete']",0.0,,Q007598,3,6
12610,Q007598.3.7,ummu[mother]N$ummiša,⸢AMA⸣-[ša₂],ummiša,ummu,mother,N,"['𒂼', '𒃻']",𒂼𒃻,⸢AMA⸣-[ša₂],"['damaged', 'missing']",0.75,,Q007598,3,7
12611,Q007598.4.1,ana[to]PRP,[a-na],ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,Q007598,4,1
12612,Q007598.4.2,epēš[building]'N,⸢e⸣-peš,epēš,epēšu,building,V,"['𒂊', '𒄫']",𒂊𒄫,⸢e⸣-peš,"['damaged', 'complete']",0.25,,Q007598,4,2
12613,Q007598.4.3,Ehulhul[1]TN,e₂-hul₂-hul₂,Ehulhul,Ehulhul,1,TN,"['𒂍', '𒄾', '𒄾']",𒂍𒄾𒄾,e₂-hul₂-hul₂,"['complete', 'complete', 'complete']",0.0,,Q007598,4,3
12614,Q007598.4.4,zakāru[speak]V$izkur,iz-kur,izkur,zakāru,speak,V,"['𒄑', '𒆳']",𒄑𒆳,iz-kur,"['complete', 'complete']",0.0,,Q007598,4,4
12615,Q007598.4.5,nibīt[invocation]N,ni-bit,nibīt,nibītu,invocation,N,"['𒉌', '𒂍']",𒉌𒂍,ni-bit,"['complete', 'complete']",0.0,,Q007598,4,5
12616,Q007598.4.6,šumiya[name]N,MU-⸢ia⸣,šumiya,šumu,name,N,"['𒈬', '𒅀']",𒈬𒅀,MU-⸢ia⸣,"['complete', 'damaged']",0.25,,Q007598,4,6
12617,Q007598.5.1,Sin[1]DN,{⸢d⸣}30,Sin,Sin,1,DN,"['𒀭', '𒌍']",𒀭𒌍,{⸢d⸣}30,"['damaged', 'complete']",0.25,DN,Q007598,5,1
12618,Q007598.5.2,ša[who]REL,ša₂,ša,ša,who,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,,Q007598,5,2
12619,Q007598.5.3,banû[create]V$ibnânni,ib-na-an-ni,ibnânni,banû,create,V,"['𒅁', '𒈾', '𒀭', '𒉌']",𒅁𒈾𒀭𒉌,ib-na-an-ni,"['complete', 'complete', 'complete', 'complete']",0.0,,Q007598,5,3
12620,Q007598.5.4,ana[for]PRP,a-na,ana,ana,for,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,Q007598,5,4
12621,Q007598.5.5,šarrūti[kingship]N,LUGAL-u-ti,šarrūti,šarrūtu,kingship,N,"['𒈗', '𒌋', '𒋾']",𒈗𒌋𒋾,LUGAL-u-ti,"['complete', 'complete', 'complete']",0.0,,Q007598,5,5
12622,Q007598.6.1,umma[saying]PRP,um-ma,umma,umma,saying,PRP,"['𒌝', '𒈠']",𒌝𒈠,um-ma,"['complete', 'complete']",0.0,,Q007598,6,1
12623,Q007598.6.2,"Aššur-bani-apli[Ashurbanipal, king of Assyria]RN",{m}AN.ŠAR₂-DU₃-A,Aššur-bani-apli,Aššur-bani-apli,"Ashurbanipal, king of Assyria",RN,"['𒁹', '𒀭', '𒊹', '𒆕', '𒀀']",𒁹𒀭𒊹𒆕𒀀,{m}AN.ŠAR₂-DU₃-A,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,RN,Q007598,6,2
12624,Q007598.6.3,ēkurru[temple]N,E₂.KUR,ēkurru,ēkurru,temple,N,"['𒂍', '𒆳']",𒂍𒆳,E₂.KUR,"['complete', 'complete']",0.0,,Q007598,6,3
12625,Q007598.6.4,šuātu[that]IP,šu₂-a-tu₂,šuātu,šuāti,that,IP,"['𒋙', '𒀀', '𒌓']",𒋙𒀀𒌓,šu₂-a-tu₂,"['complete', 'complete', 'complete']",0.0,,Q007598,6,4
12626,Q007598.6.5,epēšu[do//build]V'V$ippušma,ip-pu-uš-ma,ippušma,epēšu,build,V,"['𒅁', '𒁍', '𒍑', '𒈠']",𒅁𒁍𒍑𒈠,ip-pu-uš-ma,"['complete', 'complete', 'complete', 'complete']",0.0,,Q007598,6,5
12627,Q007598.7.1,qerebšu[interior]N,qe₂-reb-šu₂,qerebšu,qerbu,interior,N,"['𒆠', '𒆗', '𒋙']",𒆠𒆗𒋙,qe₂-reb-šu₂,"['complete', 'complete', 'complete']",0.0,,Q007598,7,1
12628,Q007598.7.2,ramû[set in place//establish (a residence)]V'V$ušarmânni,u₂-⸢šar⸣-man-ni,ušarmânni,ramû,establish (a residence),V,"['𒌑', '𒊬', '𒎙', '𒉌']",𒌑𒊬𒎙𒉌,u₂-⸢šar⸣-man-ni,"['complete', 'damaged', 'complete', 'complete']",0.12,,Q007598,7,2
12629,Q007598.7.3,parak[dais]N,pa-rak,parak,parakku,dais,N,"['𒉺', '𒊩']",𒉺𒊩,pa-rak,"['complete', 'complete']",0.0,,Q007598,7,3
12630,Q007598.7.4,dārâti[eternity]N,da-ra-a-ti,dārâti,dārītu,eternity,N,"['𒁕', '𒊏', '𒀀', '𒋾']",𒁕𒊏𒀀𒋾,da-ra-a-ti,"['complete', 'complete', 'complete', 'complete']",0.0,,Q007598,7,4
